/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth0dd0907 = 10000"
"netBandwidth.veth0dd0907 = 12500000"
"netFullDuplex.veth0dd0907 = full"
"netSpeed.veth1054dea = 10000"
"netBandwidth.veth1054dea = 12500000"
"netFullDuplex.veth1054dea = full"
"netSpeed.veth1fdd3a3 = 10000"
"netBandwidth.veth1fdd3a3 = 12500000"
"netFullDuplex.veth1fdd3a3 = full"
"netSpeed.veth3b5195c = 10000"
"netBandwidth.veth3b5195c = 12500000"
"netFullDuplex.veth3b5195c = full"
"netSpeed.veth431deb5 = 10000"
"netBandwidth.veth431deb5 = 12500000"
"netFullDuplex.veth431deb5 = full"
"netSpeed.veth444c3c1 = 10000"
"netBandwidth.veth444c3c1 = 12500000"
"netFullDuplex.veth444c3c1 = full"
"netSpeed.veth7e0752f = 10000"
"netBandwidth.veth7e0752f = 12500000"
"netFullDuplex.veth7e0752f = full"
"netSpeed.veth857c02e = 10000"
"netBandwidth.veth857c02e = 12500000"
"netFullDuplex.veth857c02e = full"
"netSpeed.veth8661b53 = 10000"
"netBandwidth.veth8661b53 = 12500000"
"netFullDuplex.veth8661b53 = full"
"netSpeed.veth88176e2 = 10000"
"netBandwidth.veth88176e2 = 12500000"
"netFullDuplex.veth88176e2 = full"
"netSpeed.vethb5cc02b = 10000"
"netBandwidth.vethb5cc02b = 12500000"
"netFullDuplex.vethb5cc02b = full"
"netSpeed.vethb785b46 = 10000"
"netBandwidth.vethb785b46 = 12500000"
"netFullDuplex.vethb785b46 = full"
"netSpeed.vethd1af9e3 = 10000"
"netBandwidth.vethd1af9e3 = 12500000"
"netFullDuplex.vethd1af9e3 = full"
"netSpeed.vethd30c2f4 = 10000"
"netBandwidth.vethd30c2f4 = 12500000"
"netFullDuplex.vethd30c2f4 = full"
"netSpeed.vethfd4426a = 10000"
"netBandwidth.vethfd4426a = 12500000"
"netFullDuplex.vethfd4426a = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth0dd0907,veth1054dea,veth1fdd3a3,veth3b5195c,veth431deb5,veth444c3c1,veth7e0752f,veth857c02e,veth8661b53,veth88176e2,vethb5cc02b,vethb785b46,vethd1af9e3,vethd30c2f4,vethfd4426a,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:56:03 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth0dd0907",,"net/veth1054dea",,"net/veth1fdd3a3",,"net/veth3b5195c",,"net/veth431deb5",,"net/veth444c3c1",,"net/veth7e0752f",,"net/veth857c02e",,"net/veth8661b53",,"net/veth88176e2",,"net/vethb5cc02b",,"net/vethb785b46",,"net/vethd1af9e3",,"net/vethd30c2f4",,"net/vethfd4426a",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556201124.358,12.578,2.290,84.724,0.251,0.0,0.157,650324.0,545429.0,743611.0,153165.0,0.0,0.0,321321.0,377178.0,317593.0,395886.0,0.0,0.0,219154.0,333508.0,0.0,0.0,226161.0,312232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3214420.0,3311759.0,0.0,251076608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4296.0,0.0,0.0,0.0,0.0,0.0,0.0,13814890496.0,1668702208.0,25177858048.0,59286159360.0,0.0,0.0
1556201125.358,0.094,0.219,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13815500800.0,1668702208.0,25177432064.0,59285975040.0,0.0,0.0
1556201126.358,0.125,0.188,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13815500800.0,1668702208.0,25177432064.0,59285975040.0,0.0,0.0
1556201127.358,0.063,0.250,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13814358016.0,1668702208.0,25177432064.0,59287117824.0,0.0,0.0
1556201128.358,0.063,0.251,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13813592064.0,1668702208.0,25177436160.0,59287879680.0,0.0,0.0
1556201129.358,24.780,3.231,71.455,0.094,0.0,0.439,3591219.0,2156033.0,4427434.0,1028603.0,0.0,0.0,1012024.0,1770228.0,1350995.0,2079582.0,0.0,0.0,1570664.0,2212339.0,0.0,0.0,841337.0,1670950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15727204.0,17047747.0,0.0,18415616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3355.0,0.0,0.0,0.0,0.0,0.0,0.0,13862080512.0,1668702208.0,25182081024.0,59234746368.0,0.0,0.0
1556201130.357,38.190,5.519,55.755,0.032,0.0,0.505,3913602.0,2629381.0,4102888.0,1052359.0,0.0,0.0,1625743.0,2124175.0,1459617.0,1935362.0,0.0,0.0,1334835.0,1871244.0,0.0,0.0,1360394.0,1941582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17377067.0,18539265.0,0.0,20697088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.0,0.0,0.0,0.0,0.0,0.0,0.0,13937025024.0,1668702208.0,25190834176.0,59151048704.0,0.0,0.0
1556201131.358,23.763,2.805,73.022,0.032,0.0,0.378,2877857.0,1926044.0,3992344.0,908139.0,0.0,0.0,907230.0,1566143.0,1247347.0,1799260.0,0.0,0.0,1174602.0,1766231.0,0.0,0.0,838754.0,1502174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13656374.0,14520443.0,0.0,18444288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3201.0,0.0,0.0,0.0,0.0,0.0,0.0,13963034624.0,1668702208.0,25198120960.0,59117752320.0,0.0,0.0
1556201132.358,12.799,2.301,84.521,0.063,0.0,0.315,1754978.0,1149150.0,3598959.0,628393.0,0.0,0.0,467199.0,1187651.0,817324.0,1407136.0,0.0,0.0,694440.0,1340895.0,0.0,0.0,486376.0,1190629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9371613.0,9928334.0,0.0,16986112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2982.0,0.0,0.0,0.0,0.0,0.0,0.0,13964832768.0,1668702208.0,25203081216.0,59110993920.0,0.0,0.0
1556201133.358,9.407,1.066,89.526,0.0,0.0,0.0,198.0,2541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5437.0,3015.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13966151680.0,1668702208.0,25204453376.0,59108302848.0,0.0,0.0
1556201134.358,0.031,0.282,99.687,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,84.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13965643776.0,1668702208.0,25204453376.0,59108810752.0,0.0,0.0
1556201135.358,0.156,0.250,99.562,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13965008896.0,1668702208.0,25204453376.0,59109445632.0,0.0,0.0
1556201136.358,0.063,0.407,99.530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9924608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,13963739136.0,1668702208.0,25204453376.0,59110715392.0,0.0,0.0
1556201137.358,11.478,1.164,87.107,0.031,0.0,0.220,803225.0,485973.0,985588.0,285494.0,0.0,0.0,424511.0,522409.0,157875.0,339314.0,0.0,0.0,155470.0,340353.0,0.0,0.0,332205.0,470633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520899.0,3813265.0,0.0,4517888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,13981143040.0,1668702208.0,25205334016.0,59092430848.0,0.0,0.0
1556201138.358,32.478,4.721,62.294,0.032,0.0,0.475,4341902.0,2864622.0,4100899.0,941580.0,0.0,0.0,1624624.0,2156299.0,1737135.0,2211788.0,0.0,0.0,1657207.0,2170533.0,0.0,0.0,1457579.0,2036390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18892082.0,20249270.0,0.0,18939904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3307.0,0.0,0.0,0.0,0.0,0.0,0.0,14012538880.0,1668702208.0,25212198912.0,59054170112.0,0.0,0.0
1556201139.358,26.190,3.750,69.493,0.032,0.0,0.536,3307993.0,2426315.0,2666499.0,666220.0,0.0,0.0,1298389.0,1510608.0,1459911.0,1609348.0,0.0,0.0,1448463.0,1609132.0,0.0,0.0,1255385.0,1472152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14801325.0,15599565.0,0.0,13074432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338.0,0.0,0.0,0.0,0.0,0.0,0.0,14054744064.0,1668702208.0,25219129344.0,59005034496.0,0.0,0.0
1556201140.358,6.547,1.196,92.037,0.0,0.0,0.220,1042915.0,767770.0,862385.0,219968.0,0.0,0.0,447881.0,500458.0,506431.0,534226.0,0.0,0.0,471939.0,517556.0,0.0,0.0,313746.0,420257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4702082.0,4953519.0,0.0,4263936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,14054838272.0,1668702208.0,25221197824.0,59002871808.0,0.0,0.0
1556201141.358,0.094,0.375,99.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14055047168.0,1668702208.0,25221275648.0,59002585088.0,0.0,0.0
1556201142.358,0.063,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14053777408.0,1668702208.0,25221275648.0,59003854848.0,0.0,0.0
1556201143.358,0.031,0.282,99.656,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14051618816.0,1668702208.0,25221275648.0,59006013440.0,0.0,0.0
1556201144.358,0.0,0.156,99.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14050603008.0,1668702208.0,25221275648.0,59007029248.0,0.0,0.0
1556201145.358,1.906,0.750,97.282,0.031,0.0,0.031,327707.0,159959.0,656918.0,186686.0,0.0,0.0,8572.0,163821.0,153948.0,257056.0,0.0,0.0,153334.0,259176.0,0.0,0.0,11835.0,164039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521131.0,1675965.0,0.0,2977792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,14050426880.0,1668702208.0,25221394432.0,59007086592.0,0.0,0.0
1556201146.358,30.752,4.232,64.702,0.063,0.0,0.251,2415724.0,1479152.0,3038153.0,746892.0,0.0,0.0,873063.0,1356190.0,851820.0,1337988.0,0.0,0.0,888018.0,1359935.0,0.0,0.0,683656.0,1211379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10809760.0,11661704.0,0.0,14209024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491.0,0.0,0.0,0.0,0.0,0.0,0.0,14070374400.0,1668702208.0,25225748480.0,58982785024.0,0.0,0.0
1556201147.358,17.849,3.059,78.650,0.063,0.0,0.378,2486120.0,1522799.0,2510970.0,650685.0,0.0,0.0,964289.0,1332104.0,839980.0,1181300.0,0.0,0.0,718914.0,1104082.0,0.0,0.0,842021.0,1272817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10450773.0,11338314.0,0.0,11808768.0,0.0,0.0,0.0,7143424.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104.0,0.0,0.0,0.0,14.0,0.0,0.0,14072987648.0,1668702208.0,25230766080.0,58975154176.0,0.0,0.0
1556201148.358,24.787,3.374,71.429,0.0,0.0,0.410,2551473.0,1730894.0,1931266.0,488042.0,0.0,0.0,878160.0,1067052.0,1002489.0,1212481.0,0.0,0.0,1168945.0,1311666.0,0.0,0.0,937165.0,1099401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10908405.0,11665405.0,0.0,8970240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,14086381568.0,1668702208.0,25234563072.0,58957963264.0,0.0,0.0
1556201149.358,21.632,2.688,75.427,0.032,0.0,0.221,2351138.0,1583118.0,2108884.0,502791.0,0.0,0.0,1024896.0,1229370.0,764404.0,1048251.0,0.0,0.0,832690.0,1095901.0,0.0,0.0,924534.0,1166661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10194014.0,10890639.0,0.0,11214848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,14112321536.0,1668702208.0,25238892544.0,58927693824.0,0.0,0.0
1556201150.358,9.252,1.674,88.791,0.063,0.0,0.221,1665312.0,1098215.0,1430715.0,450458.0,0.0,0.0,694385.0,827306.0,579238.0,763490.0,0.0,0.0,729171.0,855950.0,0.0,0.0,447305.0,698227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7064209.0,7703001.0,0.0,6078464.0,0.0,0.0,0.0,94208.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,0.0,0.0,0.0,8.0,0.0,0.0,14134239232.0,1668702208.0,25242112000.0,58902556672.0,0.0,0.0
1556201151.357,32.210,4.156,63.256,0.031,0.0,0.346,2505543.0,1744674.0,2428438.0,571932.0,0.0,0.0,1444642.0,1551434.0,753306.0,1053933.0,0.0,0.0,739931.0,1042826.0,0.0,0.0,1022679.0,1264366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11329732.0,11903048.0,0.0,12140544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,14217097216.0,1668702208.0,25246412800.0,58815397888.0,0.0,0.0
1556201152.358,11.622,1.953,86.110,0.031,0.0,0.283,1874743.0,1229753.0,2233114.0,535891.0,0.0,0.0,1059307.0,1259394.0,341529.0,742413.0,0.0,0.0,313427.0,745932.0,0.0,0.0,1071121.0,1287284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8597394.0,9187878.0,0.0,10571776.0,0.0,0.0,0.0,6385664.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,0.0,0.0,0.0,11.0,0.0,0.0,14234017792.0,1668702208.0,25251213312.0,58793676800.0,0.0,0.0
1556201153.358,22.321,2.940,74.328,0.063,0.0,0.348,2386092.0,1601147.0,2368839.0,632964.0,0.0,0.0,1270291.0,1448833.0,486648.0,889755.0,0.0,0.0,603333.0,975604.0,0.0,0.0,1274101.0,1419952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10609963.0,11304871.0,0.0,10989568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939.0,0.0,0.0,0.0,0.0,0.0,0.0,14270590976.0,1668702208.0,25254481920.0,58753835008.0,0.0,0.0
1556201154.358,10.404,1.943,87.371,0.031,0.0,0.251,1702989.0,1242477.0,1872841.0,433564.0,0.0,0.0,1025125.0,1127853.0,448355.0,743338.0,0.0,0.0,455602.0,757978.0,0.0,0.0,771287.0,974590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7996709.0,8437254.0,0.0,8994816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,0.0,0.0,0.0,0.0,0.0,0.0,14271651840.0,1668702208.0,25259065344.0,58748190720.0,0.0,0.0
1556201155.358,18.742,2.547,78.428,0.031,0.0,0.252,1817066.0,1256648.0,1265126.0,339335.0,0.0,0.0,568453.0,682446.0,1043699.0,1026290.0,0.0,0.0,859262.0,934045.0,0.0,0.0,412580.0,582796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7716107.0,8230633.0,0.0,5976064.0,0.0,0.0,0.0,86016.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,7.0,0.0,0.0,14294278144.0,1668702208.0,25261043712.0,58723586048.0,0.0,0.0
1556201156.358,19.962,3.237,76.357,0.0,0.0,0.444,2826202.0,1643362.0,2607937.0,646407.0,0.0,0.0,1146273.0,1477360.0,846965.0,1280874.0,0.0,0.0,1031237.0,1349053.0,0.0,0.0,839061.0,1320255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11604468.0,12704715.0,0.0,9920512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.0,0.0,0.0,0.0,0.0,0.0,0.0,14341337088.0,1668702208.0,25264586752.0,58672984064.0,0.0,0.0
1556201157.358,16.661,1.409,81.773,0.031,0.0,0.125,552170.0,536487.0,664730.0,153619.0,0.0,0.0,184387.0,265394.0,305122.0,328334.0,0.0,0.0,224171.0,334338.0,0.0,0.0,314554.0,307285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2955099.0,2958931.0,0.0,5619712.0,0.0,0.0,0.0,5382144.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,13.0,0.0,0.0,14375473152.0,1668702208.0,25267785728.0,58635649024.0,0.0,0.0
1556201158.358,0.031,0.219,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,112.0,178.0,178.0,112.0,112.0,178.0,178.0,112.0,178.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14376181760.0,1668702208.0,25267785728.0,58634940416.0,0.0,0.0
