/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth165e084 = 10000"
"netBandwidth.veth165e084 = 12500000"
"netFullDuplex.veth165e084 = full"
"netSpeed.veth476bbe7 = 10000"
"netBandwidth.veth476bbe7 = 12500000"
"netFullDuplex.veth476bbe7 = full"
"netSpeed.veth71caa76 = 10000"
"netBandwidth.veth71caa76 = 12500000"
"netFullDuplex.veth71caa76 = full"
"netSpeed.veth9720a50 = 10000"
"netBandwidth.veth9720a50 = 12500000"
"netFullDuplex.veth9720a50 = full"
"netSpeed.vetha7962eb = 10000"
"netBandwidth.vetha7962eb = 12500000"
"netFullDuplex.vetha7962eb = full"
"netSpeed.vethb741a0c = 10000"
"netBandwidth.vethb741a0c = 12500000"
"netFullDuplex.vethb741a0c = full"
"netSpeed.vethd8d6539 = 10000"
"netBandwidth.vethd8d6539 = 12500000"
"netFullDuplex.vethd8d6539 = full"
"netSpeed.vethfb15e38 = 10000"
"netBandwidth.vethfb15e38 = 12500000"
"netFullDuplex.vethfb15e38 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth165e084,veth476bbe7,veth71caa76,veth9720a50,vetha7962eb,vethb741a0c,vethd8d6539,vethfb15e38,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:24:52 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth165e084",,"net/veth476bbe7",,"net/veth71caa76",,"net/veth9720a50",,"net/vetha7962eb",,"net/vethb741a0c",,"net/vethd8d6539",,"net/vethfb15e38",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556199228.689,50.810,6.673,40.229,0.286,0.0,2.002,10790654.0,5662491.0,2821270.0,7733520.0,2697604.0,7725421.0,2785606.0,7701719.0,0.0,0.0,2655510.0,7691981.0,24772364.0,6671267.0,0.0,0.0,0.0,0.0,54481654.0,59577371.0,0.0,114728960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19930.0,0.0,0.0,0.0,0.0,0.0,0.0,8241221632.0,1668136960.0,28358696960.0,61679554560.0,0.0,0.0
1556199229.688,50.336,6.976,40.192,0.256,0.0,2.240,10921027.0,5724213.0,2822239.0,7844971.0,2689650.0,7842719.0,2841256.0,7863371.0,0.0,0.0,2725846.0,7877468.0,25282027.0,6789245.0,0.0,0.0,0.0,0.0,55363342.0,60531205.0,0.0,114941952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19926.0,0.0,0.0,0.0,0.0,0.0,0.0,8240267264.0,1668136960.0,28396089344.0,61643116544.0,0.0,0.0
1556199230.689,50.563,6.759,40.328,0.290,0.0,2.060,10812719.0,5714707.0,2859371.0,7786724.0,2700393.0,7762564.0,2840655.0,7770461.0,0.0,0.0,2688045.0,7762070.0,24942751.0,6706682.0,0.0,0.0,0.0,0.0,54935124.0,59992735.0,0.0,117473280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20336.0,0.0,0.0,0.0,0.0,0.0,0.0,8240558080.0,1668136960.0,28434493440.0,61604421632.0,0.0,0.0
1556199231.689,50.927,6.518,40.064,0.351,0.0,2.141,10906920.0,5704415.0,2837708.0,7872715.0,2709756.0,7871486.0,2849148.0,7862305.0,0.0,0.0,2702507.0,7855681.0,25270829.0,6763945.0,0.0,0.0,0.0,0.0,55378779.0,60517739.0,0.0,114311168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19937.0,0.0,0.0,0.0,0.0,0.0,0.0,8244510720.0,1668136960.0,28469080064.0,61565882368.0,0.0,0.0
1556199232.689,50.547,6.334,40.643,0.257,0.0,2.219,10836782.0,5655507.0,2812669.0,7772001.0,2702022.0,7783165.0,2813984.0,7767776.0,0.0,0.0,2675933.0,7748477.0,24940526.0,6714259.0,0.0,0.0,0.0,0.0,54781541.0,59938387.0,0.0,113143808.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19684.0,0.0,0.0,0.0,3.0,0.0,0.0,8241590272.0,1668136960.0,28506775552.0,61531107328.0,0.0,0.0
1556199233.688,52.816,8.386,36.013,0.633,0.0,2.152,10775922.0,5544693.0,2778275.0,7788938.0,2659570.0,7794382.0,2769150.0,7769303.0,0.0,0.0,2645176.0,7765520.0,25062227.0,6688951.0,0.0,0.0,0.0,0.0,54521117.0,59675663.0,0.0,297029632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,23753.0,0.0,0.0,0.0,0.0,0.0,0.0,8246943744.0,1668136960.0,28703559680.0,61328969728.0,0.0,0.0
1556199234.688,54.900,7.511,34.752,0.741,0.0,2.095,10810548.0,5475871.0,2662048.0,7733290.0,2663894.0,7766356.0,2747213.0,7752100.0,0.0,0.0,2667336.0,7771764.0,24941555.0,6682671.0,0.0,0.0,0.0,0.0,54271827.0,59561092.0,0.0,365293568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24408.0,0.0,0.0,0.0,0.0,0.0,0.0,8259678208.0,1668136960.0,28830232576.0,61189562368.0,0.0,0.0
1556199235.689,52.848,7.541,36.876,0.636,0.0,2.100,10927005.0,5611375.0,2862265.0,7922412.0,2668859.0,7898266.0,2792944.0,7922865.0,0.0,0.0,2639053.0,7895606.0,25564551.0,6822436.0,0.0,0.0,0.0,0.0,55363157.0,60610627.0,0.0,267018240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25738.0,0.0,0.0,0.0,0.0,0.0,0.0,8253513728.0,1668136960.0,28604387328.0,61421572096.0,0.0,0.0
1556199236.689,50.145,7.025,40.541,0.322,0.0,1.966,10819714.0,5724582.0,2819082.0,7753117.0,2701640.0,7760772.0,2859001.0,7786354.0,0.0,0.0,2708170.0,7771642.0,24934521.0,6709515.0,0.0,0.0,0.0,0.0,54927966.0,59972555.0,0.0,118640640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20559.0,0.0,0.0,0.0,0.0,0.0,0.0,8252956672.0,1668136960.0,28643057664.0,61383458816.0,0.0,0.0
1556199237.689,50.956,6.851,40.089,0.287,0.0,1.816,10803349.0,5665647.0,2800608.0,7738198.0,2685200.0,7746590.0,2821715.0,7767111.0,0.0,0.0,2678041.0,7759146.0,24923159.0,6688801.0,0.0,0.0,0.0,0.0,54687684.0,59775135.0,0.0,115318784.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20059.0,0.0,0.0,0.0,3.0,0.0,0.0,8248860672.0,1668136960.0,28682219520.0,61348392960.0,0.0,0.0
1556199238.689,51.789,7.251,38.350,0.387,0.0,2.224,10847234.0,5616389.0,2804038.0,7840966.0,2674196.0,7836828.0,2777526.0,7811295.0,0.0,0.0,2663192.0,7824701.0,25245321.0,6730429.0,0.0,0.0,0.0,0.0,54913032.0,60069754.0,0.0,146460672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21650.0,0.0,0.0,0.0,0.0,0.0,0.0,8249118720.0,1668136960.0,28736327680.0,61294026752.0,0.0,0.0
1556199239.689,51.826,6.859,38.647,0.318,0.0,2.350,10875288.0,5703859.0,2832046.0,7817092.0,2704323.0,7803062.0,2830461.0,7806032.0,0.0,0.0,2701603.0,7814397.0,25101967.0,6742976.0,0.0,0.0,0.0,0.0,55093173.0,60225908.0,0.0,143978496.0,0.0,0.0,0.0,57565184.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,10428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21598.0,0.0,0.0,0.0,111.0,0.0,0.0,8247963648.0,1668136960.0,28747493376.0,61284016128.0,0.0,0.0
1556199240.689,49.807,7.079,40.508,0.386,0.0,2.220,10766417.0,5672493.0,2786728.0,7709974.0,2672856.0,7703031.0,2846927.0,7727001.0,0.0,0.0,2691787.0,7721031.0,24774732.0,6673485.0,0.0,0.0,0.0,0.0,54535757.0,59594046.0,0.0,114782208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19923.0,0.0,0.0,0.0,0.0,0.0,0.0,8248598528.0,1668136960.0,28782243840.0,61248630784.0,0.0,0.0
1556199241.689,49.691,6.955,41.079,0.260,0.0,2.015,10869624.0,5760317.0,2887186.0,7873011.0,2732017.0,7870927.0,2840226.0,7831433.0,0.0,0.0,2698184.0,7841495.0,25255651.0,6741886.0,0.0,0.0,0.0,0.0,55411616.0,60458084.0,0.0,118255616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20490.0,0.0,0.0,0.0,0.0,0.0,0.0,8247259136.0,1668136960.0,28821164032.0,61211049984.0,0.0,0.0
1556199242.689,52.824,8.023,36.393,0.578,0.0,2.182,10934877.0,5631193.0,2783421.0,7841638.0,2650189.0,7832547.0,2825411.0,7862960.0,0.0,0.0,2695611.0,7874222.0,25290432.0,6806137.0,0.0,0.0,0.0,0.0,55152300.0,60436644.0,0.0,299597824.0,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23776.0,0.0,0.0,0.0,8.0,0.0,0.0,8251621376.0,1668136960.0,29024112640.0,61003739136.0,0.0,0.0
1556199243.689,54.424,8.278,34.348,0.856,0.0,2.093,10744949.0,5473772.0,2755043.0,7699804.0,2616984.0,7692101.0,2694143.0,7666967.0,0.0,0.0,2619301.0,7691406.0,24744162.0,6637976.0,0.0,0.0,0.0,0.0,53880482.0,59080173.0,0.0,372760576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24832.0,0.0,0.0,0.0,0.0,0.0,0.0,8262422528.0,1668136960.0,29021970432.0,60995080192.0,0.0,0.0
1556199244.689,52.041,8.132,37.319,0.514,0.0,1.993,10845620.0,5628312.0,2805533.0,7845693.0,2698603.0,7837544.0,2811671.0,7828240.0,0.0,0.0,2652683.0,7823043.0,25254133.0,6742530.0,0.0,0.0,0.0,0.0,55003633.0,60183014.0,0.0,271777792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25538.0,0.0,0.0,0.0,0.0,0.0,0.0,8262213632.0,1668136960.0,28920619008.0,61096640512.0,0.0,0.0
1556199245.688,50.176,6.985,40.436,0.288,0.0,2.115,10838726.0,5771724.0,2861555.0,7773991.0,2726493.0,7780689.0,2832435.0,7762867.0,0.0,0.0,2720284.0,7770507.0,24939232.0,6715417.0,0.0,0.0,0.0,0.0,55047489.0,60072510.0,0.0,120213504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20885.0,0.0,0.0,0.0,0.0,0.0,0.0,8262270976.0,1668136960.0,28959469568.0,61057732608.0,0.0,0.0
1556199246.689,49.149,7.384,40.738,0.353,0.0,2.376,10990466.0,5767514.0,2822545.0,7844830.0,2722605.0,7862780.0,2866874.0,7879566.0,0.0,0.0,2737986.0,7886270.0,25293917.0,6839995.0,0.0,0.0,0.0,0.0,55587585.0,60780779.0,0.0,117112832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20192.0,0.0,0.0,0.0,0.0,0.0,0.0,8259682304.0,1668136960.0,28999663616.0,61020127232.0,0.0,0.0
1556199247.689,50.304,6.825,40.660,0.288,0.0,1.922,10940210.0,5726457.0,2838752.0,7914966.0,2699642.0,7905145.0,2839928.0,7895638.0,0.0,0.0,2693069.0,7879743.0,25451947.0,6795101.0,0.0,0.0,0.0,0.0,55543880.0,60727204.0,0.0,113082368.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19648.0,0.0,0.0,0.0,3.0,0.0,0.0,8258924544.0,1668136960.0,29037113344.0,60983435264.0,0.0,0.0
1556199248.689,49.474,7.236,40.644,0.287,0.0,2.359,10913197.0,5740426.0,2831412.0,7797027.0,2729556.0,7806410.0,2851324.0,7789479.0,0.0,0.0,2736808.0,7792316.0,24972148.0,6761375.0,0.0,0.0,0.0,0.0,55198182.0,60344824.0,0.0,116494336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20101.0,0.0,0.0,0.0,0.0,0.0,0.0,8259170304.0,1668136960.0,29072535552.0,60947767296.0,0.0,0.0
1556199249.689,49.185,7.255,41.099,0.288,0.0,2.173,10839155.0,5654069.0,2814897.0,7821781.0,2686910.0,7816698.0,2810105.0,7806680.0,0.0,0.0,2696132.0,7806186.0,25111559.0,6736816.0,0.0,0.0,0.0,0.0,54995757.0,60158819.0,0.0,110505984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19127.0,0.0,0.0,0.0,0.0,0.0,0.0,8250826752.0,1668136960.0,29109260288.0,60919386112.0,0.0,0.0
1556199250.689,50.189,6.782,40.662,0.315,0.0,2.050,10898498.0,5666494.0,2834722.0,7826988.0,2727580.0,7835365.0,2809220.0,7807994.0,0.0,0.0,2675780.0,7809164.0,25103737.0,6741132.0,0.0,0.0,0.0,0.0,55082148.0,60250630.0,0.0,111464448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19371.0,0.0,0.0,0.0,0.0,0.0,0.0,8257175552.0,1668136960.0,29144932352.0,60877365248.0,0.0,0.0
1556199251.689,52.069,8.341,36.606,0.674,0.0,2.310,10813347.0,5562557.0,2812833.0,7786010.0,2667138.0,7763438.0,2734396.0,7732743.0,0.0,0.0,2653597.0,7742448.0,24932400.0,6702963.0,0.0,0.0,0.0,0.0,54490389.0,59733185.0,0.0,310239232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,23908.0,0.0,0.0,0.0,0.0,0.0,0.0,8258965504.0,1668136960.0,29357887488.0,60662620160.0,0.0,0.0
1556199252.689,53.359,8.518,35.101,0.804,0.0,2.218,10669763.0,5446100.0,2743981.0,7635233.0,2630441.0,7664930.0,2719142.0,7600971.0,0.0,0.0,2589190.0,7601682.0,24424761.0,6567018.0,0.0,0.0,0.0,0.0,53497884.0,58710545.0,0.0,368062464.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24422.0,0.0,0.0,0.0,3.0,0.0,0.0,8272658432.0,1668136960.0,29220438016.0,60786376704.0,0.0,0.0
1556199253.689,52.439,7.542,37.195,0.546,0.0,2.279,11011757.0,5663736.0,2809014.0,7974014.0,2706216.0,7946956.0,2825591.0,7938970.0,0.0,0.0,2706754.0,7984546.0,25761962.0,6873663.0,0.0,0.0,0.0,0.0,55851220.0,61079030.0,0.0,271040512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24181.0,0.0,0.0,0.0,0.0,0.0,0.0,8266248192.0,1668136960.0,29245837312.0,60767387648.0,0.0,0.0
1556199254.689,49.920,6.984,40.586,0.354,0.0,2.156,10857494.0,5720893.0,2847146.0,7825172.0,2728750.0,7825230.0,2790951.0,7836224.0,0.0,0.0,2669196.0,7788551.0,25114413.0,6756701.0,0.0,0.0,0.0,0.0,55091979.0,60254641.0,0.0,118784000.0,0.0,0.0,0.0,57663488.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,10608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20660.0,0.0,0.0,0.0,114.0,0.0,0.0,8264011776.0,1668136960.0,29286002688.0,60729458688.0,0.0,0.0
1556199255.689,49.905,7.161,40.209,0.285,0.0,2.440,10856011.0,5723835.0,2815514.0,7828456.0,2682518.0,7823282.0,2861345.0,7864855.0,0.0,0.0,2745656.0,7869358.0,25246883.0,6740626.0,0.0,0.0,0.0,0.0,55289617.0,60358077.0,0.0,117039104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20310.0,0.0,0.0,0.0,0.0,0.0,0.0,8263712768.0,1668136960.0,29323919360.0,60691841024.0,0.0,0.0
1556199256.689,49.902,6.673,41.146,0.326,0.0,1.953,10938910.0,5741123.0,2849302.0,7836283.0,2723277.0,7835797.0,2847250.0,7826613.0,0.0,0.0,2709394.0,7822763.0,25123232.0,6774939.0,0.0,0.0,0.0,0.0,55318682.0,60487344.0,0.0,115322880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19991.0,0.0,0.0,0.0,0.0,0.0,0.0,8262516736.0,1668136960.0,29361135616.0,60655820800.0,0.0,0.0
1556199257.689,49.680,7.129,40.825,0.256,0.0,2.110,10811880.0,5683181.0,2829332.0,7745615.0,2690393.0,7725429.0,2810573.0,7705750.0,0.0,0.0,2691296.0,7724631.0,24779021.0,6693395.0,0.0,0.0,0.0,0.0,54648116.0,59736212.0,0.0,113401856.0,0.0,0.0,0.0,114688.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19618.0,0.0,0.0,0.0,8.0,0.0,0.0,8263954432.0,1668136960.0,29395984384.0,60619534336.0,0.0,0.0
1556199258.688,50.288,6.630,40.583,0.320,0.0,2.178,10951895.0,5673209.0,2810092.0,7890031.0,2682958.0,7889641.0,2816660.0,7891733.0,0.0,0.0,2706569.0,7897658.0,25438248.0,6809092.0,0.0,0.0,0.0,0.0,55412854.0,60655594.0,0.0,111562752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19445.0,0.0,0.0,0.0,0.0,0.0,0.0,8261812224.0,1668136960.0,29431529472.0,60586131456.0,0.0,0.0
1556199259.689,49.390,7.450,40.719,0.289,0.0,2.152,10785710.0,5697728.0,2815730.0,7736100.0,2690316.0,7727708.0,2816809.0,7723755.0,0.0,0.0,2688755.0,7724429.0,24786426.0,6664526.0,0.0,0.0,0.0,0.0,54637296.0,59700731.0,0.0,115654656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20012.0,0.0,0.0,0.0,0.0,0.0,0.0,8264093696.0,1668136960.0,29469007872.0,60546371584.0,0.0,0.0
1556199260.689,53.554,7.301,36.378,0.611,0.0,2.155,10942571.0,5576071.0,2768867.0,7845249.0,2682361.0,7870065.0,2785843.0,7850283.0,0.0,0.0,2685600.0,7847646.0,25263917.0,6808216.0,0.0,0.0,0.0,0.0,55038740.0,60387393.0,0.0,305360896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23728.0,0.0,0.0,0.0,0.0,0.0,0.0,8269807616.0,1668136960.0,29675708416.0,60333957120.0,0.0,0.0
1556199261.688,55.068,7.595,34.191,0.826,0.0,2.320,10833180.0,5483958.0,2748305.0,7761368.0,2640884.0,7769721.0,2757488.0,7755737.0,0.0,0.0,2614226.0,7741555.0,25088714.0,6715291.0,0.0,0.0,0.0,0.0,54452442.0,59626672.0,0.0,362598400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,24438.0,0.0,0.0,0.0,0.0,0.0,0.0,8285294592.0,1668136960.0,29825024000.0,60169154560.0,0.0,0.0
1556199262.689,51.735,8.226,37.307,0.675,0.0,2.057,10849594.0,5529836.0,2782674.0,7874217.0,2661182.0,7853148.0,2754895.0,7857719.0,0.0,0.0,2678078.0,7866482.0,25228340.0,6718988.0,0.0,0.0,0.0,0.0,54788294.0,60143161.0,0.0,297451520.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,1512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25387.0,0.0,0.0,0.0,3.0,0.0,0.0,8281137152.0,1668136960.0,29568483328.0,60429852672.0,0.0,0.0
1556199263.689,49.274,7.223,40.955,0.290,0.0,2.257,10705384.0,5669898.0,2804467.0,7666678.0,2700909.0,7663636.0,2835203.0,7689783.0,0.0,0.0,2647984.0,7673992.0,24609548.0,6592483.0,0.0,0.0,0.0,0.0,54287933.0,59287910.0,0.0,115658752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20218.0,0.0,0.0,0.0,0.0,0.0,0.0,8275427328.0,1668136960.0,29607129088.0,60396916736.0,0.0,0.0
1556199264.689,50.064,6.982,40.476,0.290,0.0,2.188,10901217.0,5758878.0,2859952.0,7892286.0,2718260.0,7897127.0,2805419.0,7863790.0,0.0,0.0,2711919.0,7869370.0,25420335.0,6782891.0,0.0,0.0,0.0,0.0,55508697.0,60584974.0,0.0,118767616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20697.0,0.0,0.0,0.0,0.0,0.0,0.0,8270954496.0,1668136960.0,29646991360.0,60361527296.0,0.0,0.0
1556199265.688,50.900,7.046,39.558,0.316,0.0,2.180,10856782.0,5703561.0,2847279.0,7820951.0,2702081.0,7845723.0,2806159.0,7783103.0,0.0,0.0,2684330.0,7778693.0,25240249.0,6750250.0,0.0,0.0,0.0,0.0,55173483.0,60154839.0,0.0,118177792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20587.0,0.0,0.0,0.0,0.0,0.0,0.0,8271941632.0,1668136960.0,29683294208.0,60324237312.0,0.0,0.0
1556199266.689,50.735,6.773,39.936,0.288,0.0,2.268,10976167.0,5747054.0,2840674.0,7907983.0,2680627.0,7846432.0,2853321.0,7923908.0,0.0,0.0,2731075.0,7930003.0,25310129.0,6827071.0,0.0,0.0,0.0,0.0,55531934.0,60872440.0,0.0,116441088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20089.0,0.0,0.0,0.0,0.0,0.0,0.0,8272281600.0,1668136960.0,29719609344.0,60287582208.0,0.0,0.0
1556199267.689,50.097,6.885,40.541,0.290,0.0,2.188,10762013.0,5681756.0,2836984.0,7747713.0,2671779.0,7735945.0,2810141.0,7704965.0,0.0,0.0,2694577.0,7703410.0,24767227.0,6660270.0,0.0,0.0,0.0,0.0,54586915.0,59626761.0,0.0,115462144.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20003.0,0.0,0.0,0.0,3.0,0.0,0.0,8271228928.0,1668136960.0,29758746624.0,60249497600.0,0.0,0.0
1556199268.689,49.631,6.541,40.846,0.353,0.0,2.629,10833145.0,5703595.0,2806594.0,7764412.0,2691595.0,7758660.0,2856770.0,7782814.0,0.0,0.0,2723633.0,7783451.0,24941566.0,6704309.0,0.0,0.0,0.0,0.0,54926375.0,60013873.0,0.0,116535296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20364.0,0.0,0.0,0.0,0.0,0.0,0.0,8275156992.0,1668136960.0,29792612352.0,60211703808.0,0.0,0.0
1556199269.689,53.393,7.996,35.935,0.605,0.0,2.071,10879400.0,5567988.0,2764286.0,7819501.0,2664206.0,7825459.0,2776564.0,7838988.0,0.0,0.0,2657291.0,7839104.0,25256492.0,6756170.0,0.0,0.0,0.0,0.0,54848942.0,60111869.0,0.0,303837184.0,0.0,0.0,0.0,57700352.0,0.0,0.0,0.0,1516.0,0.0,0.0,0.0,10732.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,24269.0,0.0,0.0,0.0,113.0,0.0,0.0,8278446080.0,1668136960.0,29997998080.0,60003028992.0,0.0,0.0
