/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth089fd56 = 10000"
"netBandwidth.veth089fd56 = 12500000"
"netFullDuplex.veth089fd56 = full"
"netSpeed.veth4cdc7c7 = 10000"
"netBandwidth.veth4cdc7c7 = 12500000"
"netFullDuplex.veth4cdc7c7 = full"
"netSpeed.veth5ac9023 = 10000"
"netBandwidth.veth5ac9023 = 12500000"
"netFullDuplex.veth5ac9023 = full"
"netSpeed.veth80425ff = 10000"
"netBandwidth.veth80425ff = 12500000"
"netFullDuplex.veth80425ff = full"
"netSpeed.veth8518d0d = 10000"
"netBandwidth.veth8518d0d = 12500000"
"netFullDuplex.veth8518d0d = full"
"netSpeed.veth976ff36 = 10000"
"netBandwidth.veth976ff36 = 12500000"
"netFullDuplex.veth976ff36 = full"
"netSpeed.vethb13f83f = 10000"
"netBandwidth.vethb13f83f = 12500000"
"netFullDuplex.vethb13f83f = full"
"netSpeed.vethb65a4e5 = 10000"
"netBandwidth.vethb65a4e5 = 12500000"
"netFullDuplex.vethb65a4e5 = full"
"netSpeed.vethbf54e26 = 10000"
"netBandwidth.vethbf54e26 = 12500000"
"netFullDuplex.vethbf54e26 = full"
"netSpeed.vethdd763d2 = 10000"
"netBandwidth.vethdd763d2 = 12500000"
"netFullDuplex.vethdd763d2 = full"
"netSpeed.vethe8a6377 = 10000"
"netBandwidth.vethe8a6377 = 12500000"
"netFullDuplex.vethe8a6377 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth089fd56,veth4cdc7c7,veth5ac9023,veth80425ff,veth8518d0d,veth976ff36,vethb13f83f,vethb65a4e5,vethbf54e26,vethdd763d2,vethe8a6377,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 07:21:25 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth089fd56",,"net/veth4cdc7c7",,"net/veth5ac9023",,"net/veth80425ff",,"net/veth8518d0d",,"net/veth976ff36",,"net/vethb13f83f",,"net/vethb65a4e5",,"net/vethbf54e26",,"net/vethdd763d2",,"net/vethe8a6377",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556203006.852,7.302,1.668,90.840,0.031,0.0,0.157,1232735.0,774339.0,332532.0,460215.0,349790.0,474314.0,0.0,0.0,783200.0,804612.0,0.0,0.0,0.0,0.0,441775.0,535143.0,0.0,0.0,937491.0,237296.0,0.0,0.0,0.0,0.0,5201460.0,5629104.0,0.0,4526080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,23180791808.0,1668706304.0,27428868096.0,47669243904.0,0.0,0.0
1556203007.851,9.157,2.652,87.970,0.0,0.0,0.221,1243487.0,1251949.0,624766.0,574088.0,275001.0,313596.0,0.0,0.0,938751.0,684525.0,0.0,0.0,0.0,0.0,273651.0,309699.0,0.0,0.0,798915.0,228947.0,0.0,0.0,0.0,0.0,5742920.0,5739164.0,0.0,2736128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,23181729792.0,1668706304.0,27432419328.0,47664754688.0,0.0,0.0
1556203008.851,9.543,2.173,88.0,0.0,0.0,0.283,1660440.0,1020956.0,566289.0,662040.0,612471.0,647394.0,0.0,0.0,817914.0,825737.0,0.0,0.0,0.0,0.0,493527.0,576347.0,0.0,0.0,937225.0,335318.0,0.0,0.0,0.0,0.0,6575557.0,7164519.0,0.0,4632576.0,0.0,0.0,0.0,14245888.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,0.0,0.0,0.0,26.0,0.0,0.0,23184523264.0,1668706304.0,27437936640.0,47656443904.0,0.0,0.0
1556203009.852,16.021,2.864,80.957,0.0,0.0,0.157,1790644.0,1258957.0,459192.0,767389.0,664112.0,945080.0,0.0,0.0,994495.0,1059575.0,0.0,0.0,0.0,0.0,580127.0,895443.0,0.0,0.0,1816771.0,378045.0,0.0,0.0,0.0,0.0,8006907.0,8501432.0,0.0,8802304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,23187374080.0,1668706304.0,27440353280.0,47651176448.0,0.0,0.0
1556203010.852,10.609,2.668,86.378,0.031,0.0,0.314,1635180.0,1177127.0,630235.0,727891.0,585775.0,681648.0,0.0,0.0,999262.0,945652.0,0.0,0.0,0.0,0.0,506635.0,634673.0,0.0,0.0,1142080.0,262492.0,0.0,0.0,0.0,0.0,7155141.0,7584198.0,0.0,5525504.0,0.0,0.0,0.0,94208.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,0.0,7.0,0.0,0.0,23186579456.0,1668706304.0,27443576832.0,47648747520.0,0.0,0.0
1556203011.852,9.643,2.567,87.539,0.031,0.0,0.219,1510629.0,1030567.0,598101.0,786473.0,308414.0,566178.0,0.0,0.0,1115919.0,1089050.0,0.0,0.0,0.0,0.0,310168.0,569118.0,0.0,0.0,1484403.0,376399.0,0.0,0.0,0.0,0.0,6756362.0,7200148.0,0.0,7327744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,23188545536.0,1668706304.0,27445633024.0,47644725248.0,0.0,0.0
1556203012.851,23.531,4.870,71.285,0.063,0.0,0.251,1495268.0,1008216.0,315158.0,632959.0,606183.0,816717.0,0.0,0.0,837839.0,930828.0,0.0,0.0,0.0,0.0,518697.0,761957.0,0.0,0.0,1641234.0,375406.0,0.0,0.0,0.0,0.0,6810152.0,7258936.0,0.0,8458240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,23254274048.0,1668706304.0,27448799232.0,47575830528.0,0.0,0.0
1556203013.852,13.612,1.855,84.313,0.0,0.0,0.220,1265970.0,1002343.0,701937.0,640505.0,150164.0,257309.0,0.0,0.0,1308155.0,1008808.0,0.0,0.0,0.0,0.0,166926.0,265331.0,0.0,0.0,633628.0,140760.0,0.0,0.0,0.0,0.0,5644887.0,5885606.0,0.0,3485696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,23273881600.0,1668706304.0,27451179008.0,47553843200.0,0.0,0.0
1556203014.852,30.933,3.882,65.028,0.031,0.0,0.125,1196497.0,752473.0,221968.0,506514.0,601614.0,756778.0,0.0,0.0,344639.0,566722.0,0.0,0.0,0.0,0.0,499027.0,697343.0,0.0,0.0,1430095.0,377335.0,0.0,0.0,0.0,0.0,5332994.0,5739310.0,0.0,6504448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,23337594880.0,1668706304.0,27453779968.0,47487528960.0,0.0,0.0
1556203015.852,0.157,0.282,99.562,0.0,0.0,0.0,660.0,4150.0,804.0,17668.0,1634.0,17800.0,0.0,0.0,2049.0,17866.0,0.0,0.0,0.0,0.0,1232.0,17734.0,0.0,0.0,70408.0,1569.0,0.0,0.0,0.0,0.0,80797.0,77447.0,0.0,643072.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,3.0,0.0,0.0,23335768064.0,1668706304.0,27455012864.0,47488122880.0,0.0,0.0
1556203016.852,0.063,0.156,99.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23335895040.0,1668706304.0,27455012864.0,47487995904.0,0.0,0.0
1556203017.852,0.063,0.282,99.656,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23335387136.0,1668706304.0,27455012864.0,47488503808.0,0.0,0.0
1556203018.852,0.031,0.188,99.750,0.031,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,336.0,0.0,65536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,23334498304.0,1668706304.0,27455012864.0,47489392640.0,0.0,0.0
1556203019.852,0.156,0.219,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23333609472.0,1668706304.0,27455012864.0,47490281472.0,0.0,0.0
1556203020.852,9.591,1.937,88.160,0.031,0.0,0.281,1528154.0,1013344.0,366121.0,532861.0,567077.0,680109.0,0.0,0.0,896060.0,934901.0,0.0,0.0,0.0,0.0,507143.0,645284.0,0.0,0.0,1215861.0,318640.0,0.0,0.0,0.0,0.0,6514141.0,6993703.0,0.0,5816320.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,0.0,0.0,0.0,3.0,0.0,0.0,23334412288.0,1668706304.0,27455119360.0,47489372160.0,0.0,0.0
1556203021.852,10.947,2.076,86.757,0.0,0.0,0.220,1655743.0,1303390.0,773412.0,671113.0,427779.0,380787.0,0.0,0.0,1355781.0,932315.0,0.0,0.0,0.0,0.0,365701.0,338794.0,0.0,0.0,236226.0,60688.0,0.0,0.0,0.0,0.0,6614038.0,6943993.0,0.0,1294336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,23331278848.0,1668706304.0,27458772992.0,47488851968.0,0.0,0.0
1556203022.851,10.593,2.932,86.255,0.032,0.0,0.189,1730458.0,1185260.0,571202.0,613447.0,753954.0,731715.0,0.0,0.0,902977.0,813703.0,0.0,0.0,0.0,0.0,569367.0,644594.0,0.0,0.0,784153.0,196710.0,0.0,0.0,0.0,0.0,6991447.0,7500411.0,0.0,4169728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,23332876288.0,1668706304.0,27460603904.0,47485423616.0,0.0,0.0
1556203023.852,12.740,3.240,83.674,0.063,0.0,0.283,2082230.0,1707874.0,748936.0,817271.0,855077.0,882960.0,0.0,0.0,1034489.0,973864.0,0.0,0.0,0.0,0.0,694019.0,778487.0,0.0,0.0,1483527.0,434691.0,0.0,0.0,0.0,0.0,9166354.0,9506930.0,0.0,5931008.0,0.0,0.0,0.0,9756672.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,0.0,0.0,0.0,23.0,0.0,0.0,23337340928.0,1668706304.0,27465527296.0,47476035584.0,0.0,0.0
1556203024.852,13.058,2.499,84.161,0.0,0.0,0.281,2237203.0,1620402.0,759766.0,923713.0,957929.0,984299.0,0.0,0.0,1297137.0,1193444.0,0.0,0.0,0.0,0.0,737606.0,841037.0,0.0,0.0,1439748.0,386340.0,0.0,0.0,0.0,0.0,9711740.0,10285673.0,0.0,7163904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,23346626560.0,1668706304.0,27472031744.0,47460245504.0,0.0,0.0
1556203025.852,11.829,2.730,84.907,0.031,0.0,0.502,1901973.0,1590545.0,1005417.0,793690.0,717797.0,634395.0,0.0,0.0,1487352.0,1143406.0,0.0,0.0,0.0,0.0,503748.0,512655.0,0.0,0.0,664134.0,140960.0,0.0,0.0,0.0,0.0,8531447.0,8812575.0,0.0,3604480.0,0.0,0.0,0.0,94208.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,8.0,0.0,0.0,23380639744.0,1668706304.0,27474464768.0,47423799296.0,0.0,0.0
1556203026.852,35.449,4.840,59.428,0.031,0.0,0.251,2191119.0,1568006.0,602371.0,880882.0,1010206.0,1118249.0,0.0,0.0,1175658.0,1209092.0,0.0,0.0,0.0,0.0,752709.0,969281.0,0.0,0.0,1884422.0,492225.0,0.0,0.0,0.0,0.0,9789227.0,10359206.0,0.0,9314304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.0,0.0,0.0,0.0,0.0,0.0,0.0,23462404096.0,1668706304.0,27477377024.0,47339122688.0,0.0,0.0
1556203027.852,9.695,2.235,87.819,0.0,0.0,0.252,1617316.0,1097123.0,566640.0,787812.0,757397.0,887867.0,0.0,0.0,616901.0,789541.0,0.0,0.0,0.0,0.0,593377.0,788456.0,0.0,0.0,1570576.0,373891.0,0.0,0.0,0.0,0.0,7263772.0,7749341.0,0.0,7876608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.0,0.0,0.0,0.0,0.0,0.0,0.0,23461765120.0,1668706304.0,27480334336.0,47336804352.0,0.0,0.0
1556203028.852,13.661,2.550,83.381,0.031,0.0,0.378,2202194.0,1712950.0,852267.0,884819.0,849362.0,869845.0,0.0,0.0,1605249.0,1347709.0,0.0,0.0,0.0,0.0,641862.0,743815.0,0.0,0.0,1266173.0,317069.0,0.0,0.0,0.0,0.0,9828175.0,10284895.0,0.0,5832704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,23463653376.0,1668706304.0,27483557888.0,47331692544.0,0.0,0.0
1556203029.852,25.700,3.051,71.060,0.063,0.0,0.126,1242057.0,849887.0,299658.0,553201.0,615117.0,763663.0,0.0,0.0,497032.0,671288.0,0.0,0.0,0.0,0.0,450482.0,659473.0,0.0,0.0,1476353.0,369664.0,0.0,0.0,0.0,0.0,5738152.0,6098654.0,0.0,6897664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,0.0,0.0,0.0,0.0,0.0,0.0,23500251136.0,1668706304.0,27487277056.0,47291375616.0,0.0,0.0
1556203030.852,36.601,8.797,54.351,0.031,0.0,0.220,1513385.0,1139436.0,550716.0,557153.0,558326.0,542363.0,0.0,0.0,1061983.0,863646.0,0.0,0.0,0.0,0.0,471816.0,495664.0,0.0,0.0,657813.0,173885.0,0.0,0.0,0.0,0.0,6422461.0,6766904.0,0.0,3112960.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,0.0,3.0,0.0,0.0,23536742400.0,1668706304.0,27488391168.0,47253770240.0,0.0,0.0
1556203031.852,5.771,1.293,92.747,0.032,0.0,0.158,976534.0,746757.0,566630.0,543756.0,11567.0,150762.0,0.0,0.0,1131877.0,893509.0,0.0,0.0,0.0,0.0,8472.0,150593.0,0.0,0.0,602389.0,141590.0,0.0,0.0,0.0,0.0,4345621.0,4560430.0,0.0,3256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,23536390144.0,1668706304.0,27489939456.0,47252574208.0,0.0,0.0
1556203032.852,8.331,2.090,89.392,0.031,0.0,0.156,1241191.0,849259.0,196801.0,339858.0,844478.0,799118.0,0.0,0.0,477502.0,506805.0,0.0,0.0,0.0,0.0,510986.0,558759.0,0.0,0.0,806336.0,203359.0,0.0,0.0,0.0,0.0,5291989.0,5656543.0,0.0,3878912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,23536500736.0,1668706304.0,27491434496.0,47250968576.0,0.0,0.0
1556203033.852,0.690,0.251,99.059,0.0,0.0,0.0,80222.0,117275.0,0.0,0.0,49796.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152620.0,106345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424782.0,390249.0,0.0,241664.0,0.0,0.0,0.0,15380480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,29.0,0.0,0.0,23537127424.0,1668706304.0,27493056512.0,47248719872.0,0.0,0.0
1556203034.852,0.063,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,87.0,0.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,87.0,0.0,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23537004544.0,1668706304.0,27493060608.0,47248838656.0,0.0,0.0
1556203035.852,0.063,0.219,99.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,23537004544.0,1668706304.0,27493060608.0,47248838656.0,0.0,0.0
1556203036.852,0.031,0.219,99.750,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,214.0,0.0,107.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,107.0,0.0,2782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23535861760.0,1668706304.0,27493060608.0,47249981440.0,0.0,0.0
1556203037.852,0.063,0.281,99.625,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23534718976.0,1668706304.0,27493060608.0,47251124224.0,0.0,0.0
1556203038.851,21.440,3.631,74.297,0.063,0.0,0.568,3864366.0,2783267.0,736991.0,1348091.0,2018731.0,2164301.0,0.0,0.0,1829863.0,1990606.0,0.0,0.0,0.0,0.0,1717283.0,1971939.0,0.0,0.0,3447877.0,890662.0,0.0,0.0,0.0,0.0,17484180.0,18459051.0,0.0,15736832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2739.0,0.0,0.0,0.0,0.0,0.0,0.0,23544725504.0,1668706304.0,27493306368.0,47240871936.0,0.0,0.0
1556203039.851,57.062,8.417,33.796,0.126,0.0,0.599,6592037.0,4491453.0,545674.0,2688733.0,4083915.0,4786275.0,0.0,0.0,801836.0,2665163.0,0.0,0.0,0.0,0.0,4095892.0,4756199.0,0.0,0.0,9293838.0,2358600.0,0.0,0.0,0.0,0.0,31473263.0,33276982.0,0.0,39972864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6986.0,0.0,0.0,0.0,0.0,0.0,0.0,23669665792.0,1668706304.0,27510616064.0,47098621952.0,0.0,0.0
1556203040.851,60.108,8.455,30.388,0.032,0.0,1.017,8350755.0,5436992.0,3916821.0,4976706.0,2533023.0,4053692.0,0.0,0.0,4205870.0,5569103.0,0.0,0.0,0.0,0.0,2132005.0,3914221.0,0.0,0.0,10658019.0,2486884.0,0.0,0.0,0.0,0.0,39333831.0,41991451.0,0.0,43294720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7459.0,0.0,0.0,0.0,0.0,0.0,0.0,23774216192.0,1668706304.0,27527319552.0,46977368064.0,0.0,0.0
1556203041.852,37.236,4.323,57.589,0.126,0.0,0.726,3543766.0,4331208.0,2518679.0,1561119.0,4066.0,50918.0,0.0,0.0,6515041.0,3512096.0,0.0,0.0,0.0,0.0,195781.0,145172.0,0.0,0.0,203790.0,48277.0,0.0,0.0,0.0,0.0,18869316.0,18061990.0,0.0,9465856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0,0.0,0.0,0.0,0.0,0.0,0.0,23825735680.0,1668706304.0,27538141184.0,46915026944.0,0.0,0.0
1556203042.852,5.430,1.507,92.906,0.0,0.0,0.157,880956.0,799091.0,284091.0,177393.0,603636.0,371505.0,0.0,0.0,126501.0,77260.0,0.0,0.0,0.0,0.0,934716.0,605839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3985466.0,4068973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23825096704.0,1668706304.0,27540676608.0,46913130496.0,0.0,0.0
1556203043.851,36.561,6.424,56.056,0.096,0.0,0.863,6737620.0,5263349.0,1779977.0,2735427.0,4193692.0,4170190.0,0.0,0.0,1837510.0,2723733.0,0.0,0.0,0.0,0.0,4050542.0,4104829.0,0.0,0.0,6725097.0,1714666.0,0.0,0.0,0.0,0.0,32608416.0,33910025.0,0.0,30416896.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5377.0,0.0,0.0,0.0,3.0,0.0,0.0,23858053120.0,1668706304.0,27545624576.0,46875226112.0,0.0,0.0
1556203044.852,70.659,8.745,19.899,0.127,0.0,0.570,5833445.0,4629872.0,2399475.0,2941314.0,2209671.0,2802370.0,0.0,0.0,3524540.0,3576565.0,0.0,0.0,0.0,0.0,2097583.0,2721039.0,0.0,0.0,6092041.0,1485957.0,0.0,0.0,0.0,0.0,28473288.0,29449331.0,0.0,28856320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4961.0,0.0,0.0,0.0,0.0,0.0,0.0,24043732992.0,1668706304.0,27559337984.0,46675832832.0,0.0,0.0
1556203045.852,38.272,5.381,55.840,0.063,0.0,0.443,3360444.0,2420117.0,2159241.0,2283618.0,69354.0,941772.0,0.0,0.0,3186621.0,2866083.0,0.0,0.0,0.0,0.0,46210.0,940044.0,0.0,0.0,3773310.0,1013753.0,0.0,0.0,0.0,0.0,15953397.0,16794738.0,0.0,16228352.0,0.0,0.0,0.0,25513984.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878.0,0.0,0.0,0.0,57.0,0.0,0.0,24050880512.0,1668706304.0,27566415872.0,46661607424.0,0.0,0.0
