/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth055d58e = 10000"
"netBandwidth.veth055d58e = 12500000"
"netFullDuplex.veth055d58e = full"
"netSpeed.veth4b7cb34 = 10000"
"netBandwidth.veth4b7cb34 = 12500000"
"netFullDuplex.veth4b7cb34 = full"
"netSpeed.veth53069cd = 10000"
"netBandwidth.veth53069cd = 12500000"
"netFullDuplex.veth53069cd = full"
"netSpeed.veth7851a61 = 10000"
"netBandwidth.veth7851a61 = 12500000"
"netFullDuplex.veth7851a61 = full"
"netSpeed.veth824b048 = 10000"
"netBandwidth.veth824b048 = 12500000"
"netFullDuplex.veth824b048 = full"
"netSpeed.vethdd8a625 = 10000"
"netBandwidth.vethdd8a625 = 12500000"
"netFullDuplex.vethdd8a625 = full"
"netSpeed.vethf30bd02 = 10000"
"netBandwidth.vethf30bd02 = 12500000"
"netFullDuplex.vethf30bd02 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth055d58e,veth4b7cb34,veth53069cd,veth7851a61,veth824b048,vethdd8a625,vethf30bd02,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:11:18 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth055d58e",,"net/veth4b7cb34",,"net/veth53069cd",,"net/veth7851a61",,"net/veth824b048",,"net/vethdd8a625",,"net/vethf30bd02",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556213069.070,0.063,0.250,99.656,0.031,0.0,0.0,3446.0,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3446.0,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18900135936.0,1805303808.0,25116618752.0,54125551616.0,0.0,0.0
1556213070.070,0.094,0.282,99.625,0.0,0.0,0.0,2724.0,2376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2724.0,2376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18899374080.0,1805303808.0,25116618752.0,54126313472.0,0.0,0.0
1556213071.070,0.094,0.282,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18898579456.0,1805303808.0,25116618752.0,54127108096.0,0.0,0.0
1556213072.070,0.094,0.156,99.718,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18897817600.0,1805303808.0,25116618752.0,54127869952.0,0.0,0.0
1556213073.070,8.135,1.971,89.675,0.0,0.0,0.219,1414110.0,924320.0,282478.0,72303.0,0.0,0.0,537927.0,542279.0,0.0,0.0,370200.0,363102.0,792731.0,619427.0,636797.0,539473.0,5409112.0,5862616.0,0.0,622592.0,0.0,778240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,139.0,0.0,0.0,0.0,0.0,18925522944.0,1805303808.0,25116782592.0,54100000768.0,0.0,0.0
1556213074.070,10.359,2.708,86.555,0.0,0.0,0.378,1740857.0,1299187.0,549820.0,139604.0,0.0,0.0,521425.0,497634.0,0.0,0.0,719853.0,662856.0,740839.0,685591.0,902846.0,793475.0,6968328.0,7382262.0,0.0,1335296.0,0.0,1642496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,295.0,0.0,0.0,0.0,0.0,18972278784.0,1805303808.0,25118453760.0,54051573760.0,0.0,0.0
1556213075.069,23.494,3.450,72.930,0.031,0.0,0.094,983032.0,827718.0,0.0,0.0,0.0,0.0,742557.0,496652.0,0.0,0.0,448628.0,300133.0,443987.0,298890.0,326970.0,238559.0,4125960.0,4270598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19016839168.0,1805303808.0,25119678464.0,54005788672.0,0.0,0.0
1556213076.070,4.423,0.972,94.479,0.0,0.0,0.125,687776.0,537351.0,267001.0,67580.0,0.0,0.0,246304.0,229901.0,0.0,0.0,174668.0,195231.0,268063.0,251966.0,562054.0,426219.0,2960749.0,3099098.0,0.0,602112.0,0.0,786432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,142.0,0.0,0.0,0.0,0.0,19018493952.0,1805303808.0,25120223232.0,54003589120.0,0.0,0.0
1556213077.069,6.562,1.381,91.900,0.0,0.0,0.157,1075919.0,815949.0,0.0,0.0,0.0,0.0,499747.0,362481.0,0.0,0.0,520460.0,371717.0,317380.0,249612.0,592589.0,427470.0,4161977.0,4407105.0,0.0,0.0,0.0,0.0,0.0,6209536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,19018428416.0,1805303808.0,25121095680.0,54002782208.0,0.0,0.0
1556213078.070,5.484,1.222,93.137,0.031,0.0,0.125,924756.0,658820.0,283084.0,72387.0,0.0,0.0,662460.0,543578.0,0.0,0.0,131042.0,166723.0,242151.0,237931.0,497016.0,449147.0,3666483.0,3911999.0,0.0,651264.0,0.0,823296.0,0.0,73728.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,146.0,0.0,7.0,0.0,0.0,19019210752.0,1805303808.0,25121701888.0,54001393664.0,0.0,0.0
1556213079.070,5.291,1.503,93.018,0.0,0.0,0.188,851955.0,569501.0,165947.0,66293.0,0.0,0.0,84837.0,113306.0,0.0,0.0,362934.0,345482.0,590557.0,489342.0,297124.0,243442.0,3169075.0,3432313.0,0.0,475136.0,0.0,458752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,78.0,0.0,0.0,0.0,0.0,19019595776.0,1805303808.0,25122660352.0,54000050176.0,0.0,0.0
1556213080.070,5.124,1.352,93.273,0.0,0.0,0.251,850451.0,601796.0,101132.0,1556.0,0.0,0.0,463218.0,356480.0,0.0,0.0,537261.0,410135.0,396164.0,340988.0,89428.0,117439.0,3318719.0,3550938.0,0.0,274432.0,0.0,352256.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,68.0,0.0,0.0,0.0,0.0,19020226560.0,1805303808.0,25123205120.0,53998874624.0,0.0,0.0
1556213081.070,6.227,1.502,92.084,0.031,0.0,0.156,1017002.0,795240.0,282607.0,71863.0,0.0,0.0,351779.0,328777.0,0.0,0.0,342294.0,314996.0,421851.0,347307.0,674968.0,542961.0,4195209.0,4398913.0,0.0,638976.0,0.0,770048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,133.0,0.0,0.0,0.0,0.0,19047047168.0,1805303808.0,25124061184.0,53971197952.0,0.0,0.0
1556213082.070,5.348,1.132,93.457,0.0,0.0,0.063,668328.0,474214.0,251665.0,67575.0,0.0,0.0,205571.0,219507.0,0.0,0.0,413961.0,339985.0,165391.0,192628.0,321181.0,290733.0,2693260.0,2873838.0,0.0,581632.0,0.0,774144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,142.0,0.0,0.0,0.0,0.0,19089436672.0,1805303808.0,25124716544.0,53928153088.0,0.0,0.0
1556213083.070,0.438,0.344,99.218,0.0,0.0,0.0,638.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,756.0,0.0,0.0,0.0,118784.0,0.0,77824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,0.0,0.0,19075248128.0,1805303808.0,25125339136.0,53941719040.0,0.0,0.0
1556213084.070,0.125,0.219,99.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19074383872.0,1805303808.0,25125339136.0,53942583296.0,0.0,0.0
1556213085.070,0.125,0.156,99.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19073875968.0,1805303808.0,25125339136.0,53943091200.0,0.0,0.0
1556213086.070,0.063,0.250,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19073187840.0,1805303808.0,25125339136.0,53943779328.0,0.0,0.0
1556213087.070,0.125,0.219,99.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19072139264.0,1805303808.0,25125339136.0,53944827904.0,0.0,0.0
1556213088.070,0.063,0.250,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19071873024.0,1805303808.0,25125343232.0,53945090048.0,0.0,0.0
1556213089.069,13.221,3.070,83.333,0.031,0.0,0.345,2310634.0,1443816.0,282699.0,72271.0,0.0,0.0,995188.0,884814.0,0.0,0.0,629845.0,584932.0,1001266.0,810306.0,923831.0,874793.0,8241952.0,9050194.0,0.0,569344.0,0.0,790528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,141.0,0.0,0.0,0.0,0.0,19141963776.0,1805303808.0,25125539840.0,53874802688.0,0.0,0.0
1556213090.070,9.225,2.447,88.139,0.0,0.0,0.188,1507178.0,1183873.0,165770.0,66016.0,0.0,0.0,647936.0,467696.0,0.0,0.0,683750.0,579373.0,727499.0,603625.0,581497.0,408238.0,5956913.0,6254380.0,0.0,405504.0,0.0,434176.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,75.0,0.0,0.0,0.0,0.0,19171930112.0,1805303808.0,25127260160.0,53843116032.0,0.0,0.0
1556213091.070,29.443,7.204,63.070,0.031,0.0,0.252,1657110.0,1340550.0,368630.0,74021.0,0.0,0.0,1003510.0,749940.0,0.0,0.0,733660.0,588175.0,592766.0,505946.0,805130.0,656475.0,7055455.0,7341321.0,0.0,913408.0,0.0,1171456.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,216.0,0.0,0.0,0.0,0.0,19216818176.0,1805303808.0,25128517632.0,53796970496.0,0.0,0.0
1556213092.070,3.587,0.975,95.217,0.031,0.0,0.189,667892.0,516087.0,267459.0,67906.0,0.0,0.0,207426.0,203924.0,0.0,0.0,214007.0,223929.0,617445.0,466244.0,162441.0,178624.0,2859597.0,2999294.0,0.0,643072.0,0.0,794624.0,0.0,6389760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,142.0,0.0,29.0,0.0,0.0,19216138240.0,1805303808.0,25129922560.0,53796245504.0,0.0,0.0
1556213093.070,5.510,1.259,93.010,0.031,0.0,0.189,880300.0,687099.0,282831.0,72351.0,0.0,0.0,386861.0,337217.0,0.0,0.0,481617.0,395753.0,332096.0,299952.0,408637.0,352854.0,3756407.0,3935068.0,0.0,643072.0,0.0,823296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,146.0,0.0,0.0,0.0,0.0,19217682432.0,1805303808.0,25130438656.0,53794185216.0,0.0,0.0
1556213094.070,6.297,1.034,92.575,0.0,0.0,0.094,981846.0,541391.0,433907.0,138336.0,0.0,0.0,152133.0,273736.0,0.0,0.0,408545.0,392842.0,392329.0,393333.0,440491.0,469341.0,3603105.0,4017870.0,0.0,913408.0,0.0,1159168.0,0.0,81920.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,203.0,0.0,7.0,0.0,0.0,19218403328.0,1805303808.0,25131339776.0,53792563200.0,0.0,0.0
1556213095.070,8.704,2.081,88.962,0.032,0.0,0.221,1267862.0,946273.0,383736.0,69458.0,0.0,0.0,636485.0,579821.0,0.0,0.0,516837.0,475665.0,646637.0,556545.0,349248.0,350532.0,5138781.0,5436960.0,0.0,1056768.0,0.0,1200128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,218.0,0.0,0.0,0.0,0.0,19234349056.0,1805303808.0,25132568576.0,53775388672.0,0.0,0.0
1556213096.069,5.578,1.481,92.720,0.0,0.0,0.221,1103822.0,779865.0,165807.0,70227.0,0.0,0.0,435122.0,321312.0,0.0,0.0,470208.0,398212.0,435391.0,419753.0,463114.0,375419.0,4172384.0,4460731.0,0.0,307200.0,0.0,409600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,71.0,0.0,0.0,0.0,0.0,19080175616.0,1805303808.0,25133461504.0,53928669184.0,0.0,0.0
1556213097.070,11.902,2.708,84.981,0.0,0.0,0.409,2026396.0,1668545.0,383674.0,69477.0,0.0,0.0,1194674.0,914272.0,0.0,0.0,614973.0,542761.0,719900.0,562614.0,1337393.0,1002191.0,8633173.0,8979198.0,0.0,888832.0,0.0,1114112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,201.0,0.0,0.0,0.0,0.0,19123535872.0,1805303808.0,25135042560.0,53883727872.0,0.0,0.0
1556213098.069,32.584,8.029,58.919,0.062,0.0,0.406,1950185.0,1486778.0,449004.0,138373.0,0.0,0.0,903524.0,716105.0,0.0,0.0,850135.0,692486.0,808129.0,713155.0,948904.0,755056.0,8022151.0,8448018.0,0.0,917504.0,0.0,1060864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,218.0,0.0,0.0,0.0,0.0,19179880448.0,1805303808.0,25136545792.0,53825880064.0,0.0,0.0
1556213099.070,11.192,2.727,85.764,0.0,0.0,0.317,1746884.0,1450419.0,383826.0,74170.0,0.0,0.0,968094.0,749577.0,0.0,0.0,829482.0,662639.0,1016294.0,739101.0,641547.0,536393.0,7667164.0,7944813.0,0.0,974848.0,0.0,1396736.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,220.0,0.0,3.0,0.0,0.0,19181064192.0,1805303808.0,25138176000.0,53823066112.0,0.0,0.0
1556213100.070,10.464,2.130,87.061,0.0,0.0,0.345,1683621.0,1325798.0,432719.0,137740.0,0.0,0.0,809084.0,647519.0,0.0,0.0,642139.0,545094.0,692857.0,590888.0,936899.0,735537.0,7066794.0,7400445.0,0.0,921600.0,0.0,1224704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,219.0,0.0,0.0,0.0,0.0,19215925248.0,1805303808.0,25139900416.0,53786480640.0,0.0,0.0
1556213101.070,13.805,2.736,83.019,0.031,0.0,0.409,1982142.0,1577023.0,383661.0,69542.0,0.0,0.0,908672.0,766137.0,0.0,0.0,863371.0,677975.0,785257.0,618034.0,1233540.0,923908.0,8428287.0,8812638.0,0.0,1032192.0,0.0,1171456.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,213.0,0.0,0.0,0.0,0.0,19313770496.0,1805303808.0,25141456896.0,53687078912.0,0.0,0.0
1556213102.070,5.897,1.506,92.378,0.0,0.0,0.220,830696.0,752585.0,0.0,0.0,0.0,0.0,351460.0,204300.0,0.0,0.0,316126.0,225172.0,491695.0,327822.0,559857.0,371722.0,3600019.0,3665248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19347308544.0,1805303808.0,25142861824.0,53652135936.0,0.0,0.0
1556213103.070,5.716,1.382,92.714,0.031,0.0,0.157,977977.0,718366.0,549138.0,139188.0,0.0,0.0,578385.0,512341.0,0.0,0.0,393562.0,408595.0,397689.0,416186.0,294662.0,343715.0,4203935.0,4443674.0,0.0,1236992.0,0.0,1650688.0,0.0,8806400.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,296.0,0.0,23.0,0.0,0.0,19416092672.0,1805303808.0,25143791616.0,53582422016.0,0.0,0.0
1556213104.070,40.820,4.410,54.582,0.031,0.0,0.156,993323.0,732736.0,283174.0,73017.0,0.0,0.0,262489.0,274352.0,0.0,0.0,542050.0,448608.0,371211.0,337016.0,519357.0,421406.0,3987738.0,4224541.0,0.0,622592.0,0.0,811008.0,0.0,106496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,143.0,0.0,7.0,0.0,0.0,19505078272.0,1805303808.0,25144754176.0,53492473856.0,0.0,0.0
1556213105.069,6.848,1.294,91.575,0.0,0.0,0.284,1070974.0,770471.0,266905.0,67603.0,0.0,0.0,692962.0,550524.0,0.0,0.0,243255.0,248125.0,497333.0,411961.0,411898.0,388860.0,4288312.0,4567581.0,0.0,610304.0,0.0,782336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,141.0,0.0,0.0,0.0,0.0,19506982912.0,1805303808.0,25145905152.0,53489418240.0,0.0,0.0
1556213106.070,0.971,0.345,98.653,0.0,0.0,0.031,154649.0,138226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123021.0,96199.0,136881.0,104927.0,27632.0,144.0,626488.0,643057.0,0.0,102400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,19506659328.0,1805303808.0,25146486784.0,53489160192.0,0.0,0.0
1556213107.070,6.763,1.353,91.727,0.0,0.0,0.157,1195876.0,765157.0,448556.0,138358.0,0.0,0.0,308471.0,349633.0,0.0,0.0,586231.0,533046.0,385111.0,443026.0,561065.0,508471.0,4585690.0,4988475.0,0.0,933888.0,0.0,1220608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,215.0,0.0,0.0,0.0,0.0,19507388416.0,1805303808.0,25146925056.0,53487992832.0,0.0,0.0
1556213108.070,7.311,1.977,90.587,0.0,0.0,0.126,1079658.0,787497.0,368726.0,73944.0,0.0,0.0,541730.0,484550.0,0.0,0.0,399474.0,395841.0,548481.0,460228.0,316886.0,346606.0,4359664.0,4628341.0,0.0,946176.0,0.0,1204224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,222.0,0.0,0.0,0.0,0.0,19507544064.0,1805303808.0,25147928576.0,53486833664.0,0.0,0.0
1556213109.070,8.988,1.973,88.976,0.0,0.0,0.063,1477017.0,969977.0,267422.0,107334.0,0.0,0.0,267151.0,329579.0,0.0,0.0,532307.0,468334.0,692326.0,566924.0,760419.0,625431.0,5357673.0,5805412.0,0.0,651264.0,0.0,888832.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,199.0,0.0,3.0,0.0,0.0,19508817920.0,1805303808.0,25149120512.0,53484367872.0,0.0,0.0
1556213110.070,11.322,2.340,85.958,0.032,0.0,0.348,1820516.0,1461205.0,549635.0,99504.0,0.0,0.0,1051336.0,858340.0,0.0,0.0,830982.0,688846.0,707602.0,631406.0,859790.0,738673.0,7903841.0,8259267.0,0.0,1208320.0,0.0,1490944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,228.0,0.0,0.0,0.0,0.0,19516964864.0,1805303808.0,25150660608.0,53474680832.0,0.0,0.0
1556213111.070,9.540,2.456,87.752,0.0,0.0,0.252,1575273.0,1215091.0,282926.0,71181.0,0.0,0.0,896008.0,672891.0,0.0,0.0,643770.0,581315.0,462946.0,393110.0,836316.0,636400.0,6414044.0,6750288.0,0.0,581632.0,0.0,815104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,144.0,0.0,0.0,0.0,0.0,19560787968.0,1805303808.0,25152221184.0,53429297152.0,0.0,0.0
1556213112.070,11.087,2.318,86.282,0.0,0.0,0.313,1527102.0,1245563.0,433579.0,135034.0,0.0,0.0,659644.0,557273.0,0.0,0.0,700580.0,518927.0,848923.0,689065.0,725820.0,589001.0,6671746.0,6935735.0,0.0,1064960.0,0.0,1212416.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,212.0,0.0,0.0,0.0,0.0,19602722816.0,1805303808.0,25153708032.0,53385875456.0,0.0,0.0
1556213113.070,10.211,2.209,87.196,0.0,0.0,0.384,1745042.0,1348337.0,517097.0,70163.0,0.0,0.0,885729.0,817459.0,0.0,0.0,568115.0,530243.0,772021.0,649259.0,963844.0,778734.0,7389014.0,7765021.0,0.0,1191936.0,0.0,1556480.0,0.0,7299072.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,284.0,0.0,22.0,0.0,0.0,19658018816.0,1805303808.0,25155366912.0,53328920576.0,0.0,0.0
1556213114.069,30.186,4.673,64.635,0.032,0.0,0.474,1877103.0,1502341.0,519812.0,132610.0,0.0,0.0,1193777.0,831885.0,0.0,0.0,769320.0,675607.0,705288.0,650225.0,912318.0,755046.0,8132504.0,8467046.0,0.0,1183744.0,0.0,1540096.0,0.0,73728.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,279.0,0.0,7.0,0.0,0.0,19706224640.0,1805303808.0,25156894720.0,53279186944.0,0.0,0.0
1556213115.070,8.624,1.952,89.046,0.0,0.0,0.378,1344650.0,1160402.0,663996.0,76481.0,0.0,0.0,568357.0,551881.0,0.0,0.0,641500.0,582854.0,689572.0,609219.0,709659.0,644257.0,6229718.0,6401564.0,0.0,1568768.0,0.0,2043904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,372.0,0.0,0.0,0.0,0.0,19704463360.0,1805303808.0,25158991872.0,53278851072.0,0.0,0.0
