/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth13de826 = 10000"
"netBandwidth.veth13de826 = 12500000"
"netFullDuplex.veth13de826 = full"
"netSpeed.veth38325a0 = 10000"
"netBandwidth.veth38325a0 = 12500000"
"netFullDuplex.veth38325a0 = full"
"netSpeed.veth42cc391 = 10000"
"netBandwidth.veth42cc391 = 12500000"
"netFullDuplex.veth42cc391 = full"
"netSpeed.veth612f114 = 10000"
"netBandwidth.veth612f114 = 12500000"
"netFullDuplex.veth612f114 = full"
"netSpeed.veth644385e = 10000"
"netBandwidth.veth644385e = 12500000"
"netFullDuplex.veth644385e = full"
"netSpeed.vethae0ebe9 = 10000"
"netBandwidth.vethae0ebe9 = 12500000"
"netFullDuplex.vethae0ebe9 = full"
"netSpeed.vethced9ff4 = 10000"
"netBandwidth.vethced9ff4 = 12500000"
"netFullDuplex.vethced9ff4 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth13de826,veth38325a0,veth42cc391,veth612f114,veth644385e,vethae0ebe9,vethced9ff4,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 03:01:50 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth13de826",,"net/veth38325a0",,"net/veth42cc391",,"net/veth612f114",,"net/veth644385e",,"net/vethae0ebe9",,"net/vethced9ff4",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556186974.269,29.136,6.248,62.639,0.128,0.0,1.849,3825425.0,2055042.0,8455917.0,2361722.0,0.0,0.0,942116.0,2743394.0,1066818.0,2745851.0,1152284.0,2750387.0,0.0,0.0,1022093.0,2741739.0,19725924.0,21535324.0,0.0,36618240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6329.0,0.0,0.0,0.0,0.0,0.0,0.0,7732002816.0,1667280896.0,15768616960.0,74779709440.0,0.0,0.0
1556186975.269,28.772,6.074,62.980,0.160,0.0,2.014,3828359.0,2059742.0,8458156.0,2371871.0,0.0,0.0,940698.0,2742023.0,1071487.0,2750307.0,1152625.0,2747403.0,0.0,0.0,1029458.0,2748073.0,19758757.0,21577113.0,0.0,36814848.0,0.0,0.0,0.0,73728.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6356.0,0.0,0.0,0.0,8.0,0.0,0.0,7732924416.0,1667280896.0,15779270656.0,74768134144.0,0.0,0.0
1556186976.270,29.000,5.996,62.891,0.095,0.0,2.020,3820760.0,2058021.0,8455177.0,2358377.0,0.0,0.0,945779.0,2746235.0,1067924.0,2744838.0,1151635.0,2747212.0,0.0,0.0,1024717.0,2739172.0,19733419.0,21523023.0,0.0,36274176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6248.0,0.0,0.0,0.0,0.0,0.0,0.0,7731011584.0,1667280896.0,15793033216.0,74756284416.0,0.0,0.0
1556186977.270,28.748,6.290,63.088,0.064,0.0,1.811,3832989.0,2058104.0,8457180.0,2376090.0,0.0,0.0,938087.0,2738186.0,1071396.0,2747830.0,1151848.0,2748073.0,0.0,0.0,1025280.0,2744494.0,19743875.0,21565522.0,0.0,37150720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6412.0,0.0,0.0,0.0,0.0,0.0,0.0,7733379072.0,1667280896.0,15803793408.0,74743156736.0,0.0,0.0
1556186978.270,29.535,6.143,62.253,0.159,0.0,1.910,3821010.0,2060187.0,8457574.0,2363134.0,0.0,0.0,938231.0,2735167.0,1074228.0,2752891.0,1149572.0,2743557.0,0.0,0.0,1029856.0,2747940.0,19741477.0,21542351.0,0.0,36655104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,7734046720.0,1667280896.0,15815319552.0,74730962944.0,0.0,0.0
1556186979.269,29.116,5.649,63.428,0.065,0.0,1.743,3825069.0,2057604.0,8455579.0,2365943.0,0.0,0.0,941298.0,2739749.0,1067364.0,2746322.0,1150667.0,2745751.0,0.0,0.0,1023924.0,2741927.0,19724818.0,21533839.0,0.0,36593664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6277.0,0.0,0.0,0.0,0.0,0.0,0.0,7735050240.0,1667280896.0,15827439616.0,74717839360.0,0.0,0.0
1556186980.270,28.098,5.890,64.113,0.129,0.0,1.770,3822945.0,2060466.0,8458719.0,2360213.0,0.0,0.0,943097.0,2742477.0,1067920.0,2744605.0,1154144.0,2749620.0,0.0,0.0,1028478.0,2746836.0,19749331.0,21539092.0,0.0,36712448.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6333.0,0.0,0.0,0.0,3.0,0.0,0.0,7734906880.0,1667280896.0,15839232000.0,74706190336.0,0.0,0.0
1556186981.269,29.719,6.250,62.149,0.096,0.0,1.786,3828300.0,2061645.0,8461192.0,2371048.0,0.0,0.0,940894.0,2741557.0,1071591.0,2750044.0,1152535.0,2749655.0,0.0,0.0,1030553.0,2747502.0,19759554.0,21570458.0,0.0,36544512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6227.0,0.0,0.0,0.0,0.0,0.0,0.0,7733293056.0,1667280896.0,15853002752.0,74694033408.0,0.0,0.0
1556186982.269,29.609,5.650,62.658,0.126,0.0,1.957,3832087.0,2062664.0,8460860.0,2376228.0,0.0,0.0,940533.0,2739878.0,1069303.0,2752683.0,1152682.0,2747464.0,0.0,0.0,1027559.0,2746064.0,19759632.0,21573390.0,0.0,36810752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6374.0,0.0,0.0,0.0,0.0,0.0,0.0,7734620160.0,1667280896.0,15863521280.0,74682187776.0,0.0,0.0
1556186983.269,28.969,5.858,63.284,0.128,0.0,1.761,3818410.0,2057882.0,8455541.0,2358259.0,0.0,0.0,940619.0,2737759.0,1077907.0,2754374.0,1148111.0,2744879.0,0.0,0.0,1035666.0,2755360.0,19758664.0,21558550.0,0.0,36671488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6253.0,0.0,0.0,0.0,0.0,0.0,0.0,7730569216.0,1667280896.0,15877533696.0,74672226304.0,0.0,0.0
1556186984.269,28.291,5.729,64.017,0.097,0.0,1.867,3833787.0,2056904.0,8458494.0,2371336.0,0.0,0.0,941479.0,2741709.0,1065025.0,2745346.0,1157825.0,2754400.0,0.0,0.0,1023822.0,2745120.0,19748909.0,21561489.0,0.0,36597760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6354.0,0.0,0.0,0.0,0.0,0.0,0.0,7732768768.0,1667280896.0,15887917056.0,74659643392.0,0.0,0.0
1556186985.270,30.156,5.879,62.472,0.095,0.0,1.398,3841518.0,2065474.0,8622802.0,2375033.0,0.0,0.0,942320.0,2781187.0,1073176.0,2788802.0,1151832.0,2787269.0,0.0,0.0,1033675.0,2792053.0,19939885.0,21747525.0,0.0,36642816.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6313.0,0.0,0.0,0.0,3.0,0.0,0.0,7733284864.0,1667280896.0,15899885568.0,74647158784.0,0.0,0.0
1556186986.269,28.218,6.356,63.371,0.128,0.0,1.926,3808704.0,2053724.0,8291781.0,2361137.0,0.0,0.0,933451.0,2692650.0,1064911.0,2702317.0,1146867.0,2705155.0,0.0,0.0,1021065.0,2701037.0,19517016.0,21335782.0,0.0,36806656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6343.0,0.0,0.0,0.0,0.0,0.0,0.0,7732494336.0,1667280896.0,15912849408.0,74634985472.0,0.0,0.0
1556186987.270,27.898,6.200,64.191,0.129,0.0,1.582,3815600.0,2055474.0,8455998.0,2358656.0,0.0,0.0,944008.0,2740192.0,1071474.0,2747568.0,1150076.0,2744152.0,0.0,0.0,1030872.0,2749432.0,19735945.0,21533235.0,0.0,36986880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6333.0,0.0,0.0,0.0,0.0,0.0,0.0,7733657600.0,1667280896.0,15924670464.0,74622001152.0,0.0,0.0
1556186988.270,29.533,5.811,62.718,0.095,0.0,1.842,3824148.0,2053637.0,8457097.0,2369669.0,0.0,0.0,930308.0,2730473.0,1063144.0,2741390.0,1150016.0,2743129.0,0.0,0.0,1019156.0,2739679.0,19690563.0,21492365.0,0.0,36724736.0,0.0,0.0,0.0,19132416.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6327.0,0.0,0.0,0.0,34.0,0.0,0.0,7733800960.0,1667280896.0,15936692224.0,74609836032.0,0.0,0.0
1556186989.270,32.481,5.978,59.559,0.352,0.0,1.630,3831983.0,2063145.0,8458297.0,2374433.0,0.0,0.0,935141.0,2734887.0,1073954.0,2752691.0,1144192.0,2739298.0,0.0,0.0,1032500.0,2749617.0,19742587.0,21560733.0,0.0,195313664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9365.0,0.0,0.0,0.0,0.0,0.0,0.0,7731904512.0,1667280896.0,16092532736.0,74455891968.0,0.0,0.0
1556186990.270,29.336,5.963,62.744,0.224,0.0,1.731,3841205.0,2060657.0,8456824.0,2366579.0,0.0,0.0,941179.0,2739198.0,1074974.0,2753140.0,1152279.0,2748579.0,0.0,0.0,1033153.0,2752476.0,19776527.0,21580077.0,0.0,106491904.0,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7717.0,0.0,0.0,0.0,8.0,0.0,0.0,7737720832.0,1667280896.0,15958900736.0,74583707648.0,0.0,0.0
1556186991.269,28.949,6.210,63.089,0.096,0.0,1.656,3827061.0,2061687.0,8460555.0,2372669.0,0.0,0.0,936795.0,2736250.0,1075515.0,2755663.0,1146178.0,2742501.0,0.0,0.0,1031363.0,2750811.0,19752997.0,21568814.0,0.0,36470784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6301.0,0.0,0.0,0.0,0.0,0.0,0.0,7734743040.0,1667289088.0,15970443264.0,74575134720.0,0.0,0.0
1556186992.269,28.368,6.268,63.586,0.097,0.0,1.680,3811733.0,2056332.0,8457710.0,2353771.0,0.0,0.0,939553.0,2741795.0,1072760.0,2751745.0,1151515.0,2746662.0,0.0,0.0,1032488.0,2751820.0,19744224.0,21533363.0,0.0,37167104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6426.0,0.0,0.0,0.0,0.0,0.0,0.0,7734554624.0,1667293184.0,15983579136.0,74562183168.0,0.0,0.0
1556186993.270,29.683,5.956,62.440,0.128,0.0,1.793,3828371.0,2062117.0,8458271.0,2373494.0,0.0,0.0,942238.0,2742864.0,1072978.0,2750644.0,1150547.0,2748505.0,0.0,0.0,1031879.0,2750019.0,19766122.0,21585417.0,0.0,36839424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6248.0,0.0,0.0,0.0,0.0,0.0,0.0,7734562816.0,1667293184.0,15995338752.0,74550415360.0,0.0,0.0
1556186994.269,28.751,5.731,63.619,0.097,0.0,1.803,3826455.0,2056684.0,8455105.0,2366198.0,0.0,0.0,934052.0,2733223.0,1070375.0,2748006.0,1148427.0,2742894.0,0.0,0.0,1028431.0,2746114.0,19719447.0,21524484.0,0.0,36544512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6338.0,0.0,0.0,0.0,0.0,0.0,0.0,7729967104.0,1667297280.0,16007979008.0,74542366720.0,0.0,0.0
1556186995.270,28.890,5.772,63.265,0.128,0.0,1.945,3837181.0,2056078.0,8458049.0,2376685.0,0.0,0.0,940058.0,2738439.0,1065998.0,2744733.0,1150147.0,2744814.0,0.0,0.0,1026113.0,2745749.0,19737680.0,21550938.0,0.0,36798464.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6391.0,0.0,0.0,0.0,3.0,0.0,0.0,7729278976.0,1667297280.0,16019808256.0,74531225600.0,0.0,0.0
1556186996.269,29.052,5.467,63.830,0.097,0.0,1.553,3800927.0,2055239.0,8453581.0,2348152.0,0.0,0.0,938948.0,2738111.0,1070382.0,2748155.0,1148555.0,2741511.0,0.0,0.0,1028296.0,2747609.0,19703833.0,21501213.0,0.0,36659200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6215.0,0.0,0.0,0.0,0.0,0.0,0.0,7728685056.0,1667297280.0,16032591872.0,74519035904.0,0.0,0.0
1556186997.270,29.350,5.800,63.034,0.096,0.0,1.721,3835097.0,2058692.0,8459385.0,2379004.0,0.0,0.0,932052.0,2734576.0,1072845.0,2747161.0,1147500.0,2747025.0,0.0,0.0,1028724.0,2746694.0,19742937.0,21556297.0,0.0,37302272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6498.0,0.0,0.0,0.0,0.0,0.0,0.0,7730380800.0,1667297280.0,16043274240.0,74506657792.0,0.0,0.0
1556186998.270,30.120,5.657,62.358,0.063,0.0,1.802,3833413.0,2062365.0,8457184.0,2371152.0,0.0,0.0,944091.0,2741482.0,1068844.0,2748537.0,1152426.0,2746773.0,0.0,0.0,1026978.0,2744941.0,19752390.0,21563477.0,0.0,36704256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6385.0,0.0,0.0,0.0,0.0,0.0,0.0,7728889856.0,1667297280.0,16056492032.0,74494930944.0,0.0,0.0
1556186999.270,29.052,5.532,63.636,0.162,0.0,1.618,3822144.0,2056609.0,8455011.0,2365668.0,0.0,0.0,938311.0,2738340.0,1065384.0,2741570.0,1149579.0,2745666.0,0.0,0.0,1022891.0,2740032.0,19707903.0,21506972.0,0.0,37158912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6412.0,0.0,0.0,0.0,0.0,0.0,0.0,7729250304.0,1667297280.0,16068755456.0,74482307072.0,0.0,0.0
1556187000.270,30.831,4.792,62.588,0.160,0.0,1.629,3818825.0,2056630.0,8457990.0,2359627.0,0.0,0.0,936996.0,2736584.0,1072220.0,2755102.0,1148699.0,2742331.0,0.0,0.0,1027053.0,2748510.0,19730162.0,21536226.0,0.0,36745216.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6245.0,0.0,0.0,0.0,3.0,0.0,0.0,7730507776.0,1667297280.0,16079216640.0,74470588416.0,0.0,0.0
1556187001.270,29.359,5.704,63.294,0.064,0.0,1.579,3831087.0,2061170.0,8458385.0,2373752.0,0.0,0.0,938613.0,2736873.0,1076016.0,2753091.0,1147856.0,2745416.0,0.0,0.0,1036720.0,2753283.0,19766282.0,21576303.0,0.0,36794368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6407.0,0.0,0.0,0.0,0.0,0.0,0.0,7728922624.0,1667297280.0,16092672000.0,74458718208.0,0.0,0.0
1556187002.269,29.575,5.717,62.855,0.128,0.0,1.725,3824293.0,2056280.0,8456448.0,2365998.0,0.0,0.0,938731.0,2738027.0,1069625.0,2748821.0,1153193.0,2748863.0,0.0,0.0,1026968.0,2746165.0,19738241.0,21541061.0,0.0,36618240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6287.0,0.0,0.0,0.0,0.0,0.0,0.0,7730900992.0,1667297280.0,16104374272.0,74445037568.0,0.0,0.0
1556187003.270,28.056,6.404,63.557,0.098,0.0,1.886,3845974.0,2063946.0,8459144.0,2382386.0,0.0,0.0,942142.0,2740243.0,1079213.0,2757145.0,1153188.0,2750580.0,0.0,0.0,1036152.0,2755593.0,19801671.0,21628046.0,0.0,37068800.0,0.0,0.0,0.0,19128320.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6463.0,0.0,0.0,0.0,39.0,0.0,0.0,7732969472.0,1667297280.0,16115077120.0,74432266240.0,0.0,0.0
1556187004.270,27.294,5.623,65.044,0.132,0.0,1.907,3823830.0,2064172.0,8458481.0,2362853.0,0.0,0.0,940211.0,2739330.0,1076570.0,2754814.0,1153301.0,2746003.0,0.0,0.0,1031849.0,2749933.0,19761586.0,21570310.0,0.0,36683776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6289.0,0.0,0.0,0.0,0.0,0.0,0.0,7730782208.0,1667297280.0,16128389120.0,74421141504.0,0.0,0.0
1556187005.270,28.581,5.814,63.690,0.097,0.0,1.819,3824718.0,2056870.0,8459837.0,2368814.0,0.0,0.0,938873.0,2737706.0,1065886.0,2745243.0,1149097.0,2745267.0,0.0,0.0,1022193.0,2741098.0,19722161.0,21529300.0,0.0,36958208.0,0.0,0.0,0.0,86016.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6324.0,0.0,0.0,0.0,8.0,0.0,0.0,7729606656.0,1667297280.0,16140398592.0,74410307584.0,0.0,0.0
1556187006.270,29.724,5.623,62.789,0.129,0.0,1.735,3814048.0,2052564.0,8456261.0,2353130.0,0.0,0.0,935723.0,2734855.0,1069468.0,2750951.0,1149985.0,2745906.0,0.0,0.0,1029744.0,2748778.0,19715988.0,21510322.0,0.0,36671488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6359.0,0.0,0.0,0.0,0.0,0.0,0.0,7731224576.0,1667297280.0,16152080384.0,74397007872.0,0.0,0.0
1556187007.270,28.912,5.538,63.780,0.097,0.0,1.674,3829820.0,2060848.0,8455692.0,2369196.0,0.0,0.0,939905.0,2738400.0,1066300.0,2741362.0,1150373.0,2747898.0,0.0,0.0,1020428.0,2736503.0,19720191.0,21526666.0,0.0,37449728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6516.0,0.0,0.0,0.0,0.0,0.0,0.0,7731576832.0,1667297280.0,16164159488.0,74384576512.0,0.0,0.0
1556187008.270,29.097,6.0,63.097,0.129,0.0,1.677,3830699.0,2059116.0,8458452.0,2374306.0,0.0,0.0,944106.0,2741448.0,1066898.0,2746826.0,1150783.0,2746508.0,0.0,0.0,1027960.0,2747653.0,19753148.0,21565519.0,0.0,37011456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6401.0,0.0,0.0,0.0,0.0,0.0,0.0,7729885184.0,1667297280.0,16177246208.0,74373181440.0,0.0,0.0
1556187009.270,28.847,5.441,64.070,0.129,0.0,1.513,3828523.0,2059142.0,8456680.0,2365172.0,0.0,0.0,939429.0,2737157.0,1073114.0,2751610.0,1150531.0,2744475.0,0.0,0.0,1027492.0,2746806.0,19742253.0,21547350.0,0.0,36892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6372.0,0.0,0.0,0.0,0.0,0.0,0.0,7729639424.0,1667297280.0,16188858368.0,74361815040.0,0.0,0.0
1556187010.269,29.127,5.198,64.139,0.098,0.0,1.438,3815885.0,2051897.0,8454836.0,2361404.0,0.0,0.0,933696.0,2733769.0,1070457.0,2747138.0,1143009.0,2740616.0,0.0,0.0,1021194.0,2739318.0,19686135.0,21487511.0,0.0,36913152.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6319.0,0.0,0.0,0.0,3.0,0.0,0.0,7729102848.0,1667297280.0,16201048064.0,74350161920.0,0.0,0.0
1556187011.270,27.356,5.955,64.431,0.131,0.0,2.127,3838013.0,2062451.0,8458375.0,2360013.0,0.0,0.0,940485.0,2738287.0,1066297.0,2742679.0,1148231.0,2741656.0,0.0,0.0,1024454.0,2742037.0,19730430.0,21512531.0,0.0,36962304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6436.0,0.0,0.0,0.0,0.0,0.0,0.0,7729131520.0,1667297280.0,16213274624.0,74337906688.0,0.0,0.0
1556187012.270,29.885,5.428,63.091,0.096,0.0,1.501,3824016.0,2059858.0,8459583.0,2380048.0,0.0,0.0,933702.0,2734230.0,1070869.0,2750987.0,1147506.0,2741897.0,0.0,0.0,1028499.0,2748360.0,19726518.0,21567626.0,0.0,36950016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6370.0,0.0,0.0,0.0,0.0,0.0,0.0,7730548736.0,1667297280.0,16224444416.0,74325319680.0,0.0,0.0
1556187013.269,28.371,5.993,63.974,0.130,0.0,1.531,3816393.0,2059315.0,8458301.0,2358544.0,0.0,0.0,939479.0,2737279.0,1068319.0,2743891.0,1148914.0,2744604.0,0.0,0.0,1027221.0,2744065.0,19716437.0,21511299.0,0.0,37109760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6399.0,0.0,0.0,0.0,0.0,0.0,0.0,7730077696.0,1667297280.0,16236437504.0,74313797632.0,0.0,0.0
1556187014.270,29.414,5.380,63.434,0.097,0.0,1.675,3838780.0,2058914.0,8457438.0,2373850.0,0.0,0.0,944837.0,2747007.0,1068138.0,2748604.0,1154138.0,2752639.0,0.0,0.0,1025991.0,2745781.0,19768040.0,21583510.0,0.0,37081088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6411.0,0.0,0.0,0.0,0.0,0.0,0.0,7729897472.0,1667297280.0,16249434112.0,74300981248.0,0.0,0.0
1556187015.269,28.943,5.718,63.283,0.064,0.0,1.992,3823625.0,2061063.0,8456705.0,2358899.0,0.0,0.0,938363.0,2736010.0,1074523.0,2750378.0,1151886.0,2747452.0,0.0,0.0,1028238.0,2746047.0,19742169.0,21534275.0,0.0,37081088.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6413.0,0.0,0.0,0.0,3.0,0.0,0.0,7730425856.0,1667297280.0,16261292032.0,74288594944.0,0.0,0.0
1556187016.270,31.657,6.357,60.089,0.348,0.0,1.550,3827195.0,2054424.0,8458710.0,2375408.0,0.0,0.0,933248.0,2732097.0,1066028.0,2745409.0,1143816.0,2738766.0,0.0,0.0,1023421.0,2745887.0,19702245.0,21526083.0,0.0,179503104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9064.0,0.0,0.0,0.0,0.0,0.0,0.0,7730294784.0,1667297280.0,16402071552.0,74147946496.0,0.0,0.0
1556187017.270,30.648,5.424,61.906,0.257,0.0,1.765,3833328.0,2064255.0,8456726.0,2371558.0,0.0,0.0,948121.0,2749927.0,1071949.0,2746694.0,1154758.0,2750180.0,0.0,0.0,1031020.0,2747654.0,19780808.0,21589024.0,0.0,136609792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8340.0,0.0,0.0,0.0,0.0,0.0,0.0,7733256192.0,1667297280.0,16282849280.0,74264207360.0,0.0,0.0
