/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth25ef036 = 10000"
"netBandwidth.veth25ef036 = 12500000"
"netFullDuplex.veth25ef036 = full"
"netSpeed.veth3cfd72a = 10000"
"netBandwidth.veth3cfd72a = 12500000"
"netFullDuplex.veth3cfd72a = full"
"netSpeed.veth43c2c0b = 10000"
"netBandwidth.veth43c2c0b = 12500000"
"netFullDuplex.veth43c2c0b = full"
"netSpeed.veth61d4493 = 10000"
"netBandwidth.veth61d4493 = 12500000"
"netFullDuplex.veth61d4493 = full"
"netSpeed.veth6cf8177 = 10000"
"netBandwidth.veth6cf8177 = 12500000"
"netFullDuplex.veth6cf8177 = full"
"netSpeed.veth780f7ba = 10000"
"netBandwidth.veth780f7ba = 12500000"
"netFullDuplex.veth780f7ba = full"
"netSpeed.veth81a41d2 = 10000"
"netBandwidth.veth81a41d2 = 12500000"
"netFullDuplex.veth81a41d2 = full"
"netSpeed.vethb01d35b = 10000"
"netBandwidth.vethb01d35b = 12500000"
"netFullDuplex.vethb01d35b = full"
"netSpeed.vethb182e81 = 10000"
"netBandwidth.vethb182e81 = 12500000"
"netFullDuplex.vethb182e81 = full"
"netSpeed.vethccae9ea = 10000"
"netBandwidth.vethccae9ea = 12500000"
"netFullDuplex.vethccae9ea = full"
"netSpeed.vethec3264c = 10000"
"netBandwidth.vethec3264c = 12500000"
"netFullDuplex.vethec3264c = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth25ef036,veth3cfd72a,veth43c2c0b,veth61d4493,veth6cf8177,veth780f7ba,veth81a41d2,vethb01d35b,vethb182e81,vethccae9ea,vethec3264c,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:40:01 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth25ef036",,"net/veth3cfd72a",,"net/veth43c2c0b",,"net/veth61d4493",,"net/veth6cf8177",,"net/veth780f7ba",,"net/veth81a41d2",,"net/vethb01d35b",,"net/vethb182e81",,"net/vethccae9ea",,"net/vethec3264c",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556214539.551,52.546,7.461,37.240,0.512,0.0,2.241,10969419.0,5611345.0,2554853.0,7843457.0,2687687.0,7857917.0,2919504.0,7874131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25259065.0,6801764.0,0.0,0.0,0.0,0.0,2799124.0,7857276.0,55128861.0,60434238.0,0.0,121843712.0,0.0,143179776.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11464.0,0.0,13343.0,0.0,0.0,0.0,0.0,8469110784.0,1809076224.0,28639145984.0,61030277120.0,0.0,0.0
1556214540.552,50.226,6.723,40.659,0.291,0.0,2.101,10771359.0,5668924.0,2564232.0,7719906.0,2660035.0,7713532.0,2945998.0,7695138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24740330.0,6634911.0,0.0,0.0,0.0,0.0,2789365.0,7717679.0,54437535.0,59515392.0,0.0,52940800.0,0.0,63647744.0,0.0,61440.0,0.0,0.0,0.0,124.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9491.0,0.0,10793.0,0.0,7.0,0.0,0.0,8475758592.0,1809080320.0,28674191360.0,60988579840.0,0.0,0.0
1556214541.552,49.614,6.986,40.985,0.419,0.0,1.996,10935998.0,5733073.0,2573838.0,7828519.0,2704411.0,7805410.0,2987076.0,7862066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25135383.0,6799418.0,0.0,0.0,0.0,0.0,2835933.0,7810136.0,55287094.0,60437396.0,0.0,52183040.0,0.0,66056192.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9358.0,0.0,11247.0,0.0,0.0,0.0,0.0,8473227264.0,1809080320.0,28711854080.0,60953448448.0,0.0,0.0
1556214542.551,50.527,7.341,39.930,0.319,0.0,1.883,10945744.0,5717760.0,2537491.0,7827797.0,2730361.0,7890531.0,2950150.0,7842186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25265368.0,6777170.0,0.0,0.0,0.0,0.0,2874264.0,7893151.0,55376907.0,60570866.0,0.0,49799168.0,0.0,66039808.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9039.0,0.0,11321.0,0.0,0.0,0.0,0.0,8472911872.0,1809080320.0,28747321344.0,60918296576.0,0.0,0.0
1556214543.551,49.889,6.841,40.662,0.255,0.0,2.354,10764327.0,5670970.0,2572349.0,7708598.0,2651839.0,7662288.0,2961305.0,7707649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24616087.0,6643111.0,0.0,0.0,0.0,0.0,2797052.0,7673452.0,54392104.0,59456339.0,0.0,50900992.0,0.0,65765376.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9144.0,0.0,11253.0,0.0,0.0,0.0,0.0,8471789568.0,1809080320.0,28785659904.0,60881080320.0,0.0,0.0
1556214544.551,50.720,6.276,40.666,0.320,0.0,2.017,11148237.0,5758937.0,2571262.0,7976715.0,2742994.0,8016852.0,2984524.0,8002058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25775396.0,6938252.0,0.0,0.0,0.0,0.0,2872438.0,8030376.0,56257551.0,61605046.0,0.0,51494912.0,0.0,66277376.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9316.0,0.0,11295.0,0.0,0.0,0.0,0.0,8473321472.0,1809080320.0,28820586496.0,60844621824.0,0.0,0.0
1556214545.552,49.187,7.018,41.244,0.319,0.0,2.233,10851305.0,5642953.0,2550524.0,7737338.0,2704869.0,7749090.0,2938421.0,7752652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24789688.0,6686623.0,0.0,0.0,0.0,0.0,2840886.0,7767702.0,54716977.0,59894754.0,0.0,49827840.0,0.0,63561728.0,0.0,24576.0,0.0,0.0,0.0,108.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8977.0,0.0,10893.0,0.0,3.0,0.0,0.0,8470544384.0,1809080320.0,28860198912.0,60807786496.0,0.0,0.0
1556214546.551,52.093,7.727,37.733,0.483,0.0,1.964,10806038.0,5577978.0,2527769.0,7779409.0,2637027.0,7773176.0,2939026.0,7812193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25084439.0,6725491.0,0.0,0.0,0.0,0.0,2746639.0,7763004.0,54597212.0,59788040.0,0.0,113082368.0,4096.0,131416064.0,0.0,12468224.0,0.0,0.0,0.0,424.0,0.0,612.0,0.0,592.0,0.0,0.0,5.0,0.0,87.0,0.0,0.0,10571.0,1.0,12929.0,0.0,30.0,0.0,0.0,8476483584.0,1809092608.0,29008879616.0,60653154304.0,0.0,0.0
1556214547.551,56.034,8.108,33.030,0.629,0.0,2.200,11010657.0,5549785.0,2545152.0,7834603.0,2670088.0,7850181.0,2862267.0,7837058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25243283.0,6801637.0,0.0,0.0,0.0,0.0,2796683.0,7869893.0,54962071.0,60354569.0,0.0,193613824.0,0.0,205688832.0,0.0,45174784.0,0.0,0.0,0.0,556.0,0.0,1060.0,0.0,10180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11638.0,0.0,14750.0,0.0,85.0,0.0,0.0,8485564416.0,1809100800.0,29310115840.0,60342829056.0,0.0,0.0
1556214548.552,53.741,7.229,36.303,0.571,0.0,2.156,10851629.0,5513293.0,2510596.0,7807109.0,2673887.0,7806640.0,2850999.0,7784252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25071531.0,6714721.0,0.0,0.0,0.0,0.0,2758281.0,7845778.0,54506901.0,59869450.0,0.0,135708672.0,0.0,152997888.0,0.0,0.0,0.0,0.0,0.0,608.0,0.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11427.0,0.0,13321.0,0.0,0.0,0.0,0.0,8484384768.0,1809104896.0,28959412224.0,60694708224.0,0.0,0.0
1556214549.551,50.877,7.172,39.337,0.255,0.0,2.359,10877723.0,5727218.0,2561102.0,7807256.0,2720969.0,7821704.0,2958119.0,7815569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25100051.0,6748951.0,0.0,0.0,0.0,0.0,2845371.0,7806433.0,55150359.0,60263301.0,0.0,53956608.0,0.0,66150400.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9723.0,0.0,11305.0,0.0,0.0,0.0,0.0,8481681408.0,1809104896.0,28999221248.0,60657602560.0,0.0,0.0
1556214550.551,51.256,6.773,39.714,0.350,0.0,1.908,10827053.0,5685635.0,2542241.0,7710318.0,2694364.0,7780884.0,2929501.0,7768017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24948860.0,6687395.0,0.0,0.0,0.0,0.0,2843356.0,7758443.0,54816889.0,59851842.0,0.0,51994624.0,0.0,65122304.0,0.0,143360.0,0.0,0.0,0.0,124.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9395.0,0.0,11113.0,0.0,12.0,0.0,0.0,8484118528.0,1809104896.0,29034078208.0,60620308480.0,0.0,0.0
1556214551.551,52.294,6.707,38.595,0.285,0.0,2.120,10917762.0,5683586.0,2583847.0,7823984.0,2698709.0,7815669.0,2955868.0,7821812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25099167.0,6758149.0,0.0,0.0,0.0,0.0,2793959.0,7807434.0,55088491.0,60283678.0,0.0,65552384.0,0.0,69300224.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10426.0,0.0,11163.0,0.0,0.0,0.0,0.0,8481841152.0,1809108992.0,29076688896.0,60579971072.0,0.0,0.0
1556214552.551,53.035,7.220,37.220,0.351,0.0,2.173,11000343.0,5688713.0,2557786.0,7812032.0,2704680.0,7825566.0,2933959.0,7821263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25100649.0,6787768.0,0.0,0.0,0.0,0.0,2828987.0,7816428.0,55143515.0,60390054.0,0.0,69881856.0,0.0,90738688.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10129.0,0.0,12669.0,0.0,0.0,0.0,0.0,8480112640.0,1809117184.0,29099229184.0,60559151104.0,0.0,0.0
1556214553.551,50.145,6.975,40.534,0.289,0.0,2.057,10944294.0,5762732.0,2585321.0,7866208.0,2689698.0,7853615.0,2993666.0,7880335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25277356.0,6814082.0,0.0,0.0,0.0,0.0,2851165.0,7846627.0,55450045.0,60636382.0,0.0,51605504.0,0.0,67874816.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9266.0,0.0,11613.0,0.0,0.0,0.0,0.0,8481411072.0,1809117184.0,29137358848.0,60519723008.0,0.0,0.0
1556214554.552,50.997,6.616,39.981,0.348,0.0,2.058,10909739.0,5654020.0,2566353.0,7862391.0,2686758.0,7857336.0,2957253.0,7877222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25265540.0,6754009.0,0.0,0.0,0.0,0.0,2801529.0,7848200.0,55206513.0,60412723.0,0.0,50851840.0,0.0,63983616.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9218.0,0.0,10886.0,0.0,0.0,0.0,0.0,8480874496.0,1809117184.0,29173059584.0,60484558848.0,0.0,0.0
1556214555.551,51.883,8.009,37.364,0.447,0.0,2.297,10936211.0,5658049.0,2549654.0,7776942.0,2706818.0,7784862.0,2930819.0,7782853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24935827.0,6755414.0,0.0,0.0,0.0,0.0,2822260.0,7778618.0,54898781.0,60140520.0,0.0,123678720.0,0.0,130486272.0,0.0,24576.0,0.0,0.0,0.0,360.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10881.0,0.0,13137.0,0.0,3.0,0.0,0.0,8488239104.0,1809125376.0,29326745600.0,60323500032.0,0.0,0.0
1556214556.551,55.171,8.614,33.429,0.672,0.0,2.113,10855447.0,5554494.0,2555667.0,7816759.0,2633717.0,7779433.0,2906524.0,7820439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25100586.0,6741140.0,0.0,0.0,0.0,0.0,2719020.0,7768433.0,54609928.0,59906794.0,0.0,195317760.0,0.0,209031168.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12024.0,0.0,14982.0,0.0,0.0,0.0,0.0,8490901504.0,1809137664.0,29637603328.0,60009967616.0,0.0,0.0
1556214557.551,53.057,8.366,36.133,0.579,0.0,1.866,10945947.0,5618500.0,2549369.0,7843355.0,2675679.0,7849158.0,2923437.0,7863473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25263060.0,6775683.0,0.0,0.0,0.0,0.0,2788087.0,7854464.0,55082145.0,60364628.0,0.0,135159808.0,0.0,162410496.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,724.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11711.0,0.0,13958.0,0.0,0.0,0.0,0.0,8491134976.0,1809149952.0,29276741632.0,60370583552.0,0.0,0.0
1556214558.551,50.850,6.573,40.398,0.256,0.0,1.924,10891571.0,5721755.0,2568530.0,7781387.0,2698037.0,7760901.0,2966444.0,7781735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24950056.0,6734892.0,0.0,0.0,0.0,0.0,2817217.0,7765327.0,54942283.0,60081724.0,0.0,53493760.0,0.0,66408448.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9639.0,0.0,11315.0,0.0,0.0,0.0,0.0,8491102208.0,1809149952.0,29314379776.0,60332978176.0,0.0,0.0
1556214559.552,51.168,7.039,39.426,0.316,0.0,2.052,10929416.0,5745749.0,2556286.0,7810038.0,2709661.0,7819749.0,2992339.0,7849935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25106259.0,6765169.0,0.0,0.0,0.0,0.0,2864288.0,7829218.0,55278260.0,60445051.0,0.0,52883456.0,0.0,66547712.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9532.0,0.0,11408.0,0.0,0.0,0.0,0.0,8492589056.0,1809149952.0,29351104512.0,60294766592.0,0.0,0.0
1556214560.551,50.096,6.688,40.573,0.382,0.0,2.261,10913235.0,5719577.0,2562957.0,7799591.0,2701959.0,7834993.0,2971359.0,7825990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25110269.0,6763801.0,0.0,0.0,0.0,0.0,2842553.0,7833230.0,55194621.0,60365307.0,0.0,50921472.0,0.0,67018752.0,0.0,73728.0,0.0,0.0,0.0,124.0,0.0,136.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9255.0,0.0,11473.0,0.0,7.0,0.0,0.0,8486375424.0,1809149952.0,29391126528.0,60260958208.0,0.0,0.0
1556214561.551,50.384,6.974,40.179,0.288,0.0,2.175,11006914.0,5772722.0,2606020.0,7875643.0,2710392.0,7830334.0,3002061.0,7865356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25141980.0,6837265.0,0.0,0.0,0.0,0.0,2863030.0,7833847.0,55531027.0,60785386.0,0.0,50958336.0,0.0,66875392.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9190.0,0.0,11430.0,0.0,0.0,0.0,0.0,8494542848.0,1809149952.0,29423296512.0,60220620800.0,0.0,0.0
1556214562.551,48.827,7.171,41.688,0.326,0.0,1.988,10794945.0,5604335.0,2519780.0,7727806.0,2681610.0,7766286.0,2958879.0,7782338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24924769.0,6676185.0,0.0,0.0,0.0,0.0,2795150.0,7758020.0,54616055.0,59744355.0,0.0,49467392.0,0.0,61685760.0,0.0,57765888.0,0.0,0.0,0.0,132.0,0.0,196.0,0.0,11076.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8883.0,0.0,10376.0,0.0,113.0,0.0,0.0,8492490752.0,1809149952.0,29461442560.0,60184526848.0,0.0,0.0
1556214563.551,49.386,7.337,41.144,0.323,0.0,1.810,11008044.0,5718984.0,2610042.0,7887224.0,2704811.0,7865623.0,2976319.0,7898605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25278222.0,6831264.0,0.0,0.0,0.0,0.0,2839655.0,7873797.0,55553276.0,60811965.0,0.0,51372032.0,0.0,63758336.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,156.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9291.0,0.0,10775.0,0.0,0.0,0.0,0.0,8486559744.0,1809154048.0,29498998784.0,60152897536.0,0.0,0.0
1556214564.552,53.925,7.304,36.229,0.418,0.0,2.124,10999084.0,5620490.0,2547363.0,7825465.0,2668512.0,7817605.0,2913653.0,7832645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25130908.0,6818760.0,0.0,0.0,0.0,0.0,2797928.0,7817345.0,55005818.0,60377560.0,0.0,115978240.0,0.0,131502080.0,4096.0,0.0,0.0,0.0,0.0,480.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10110.0,0.0,12453.0,1.0,0.0,0.0,0.0,8621187072.0,1809158144.0,29653639168.0,59863625728.0,0.0,0.0
1556214565.551,81.466,5.538,11.268,0.256,0.0,1.472,10558763.0,4555464.0,2297587.0,7508102.0,2278440.0,7453863.0,2395001.0,7392114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24449830.0,6461328.0,0.0,0.0,0.0,0.0,2329330.0,7495598.0,50408396.0,56266218.0,0.0,112353280.0,0.0,118493184.0,0.0,163840.0,0.0,0.0,0.0,300.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4411.0,0.0,6448.0,0.0,8.0,0.0,0.0,8977678336.0,1809158144.0,29851295744.0,59309477888.0,0.0,0.0
1556214566.552,82.059,5.417,10.835,0.223,0.0,1.466,10344618.0,4417073.0,2254672.0,6828277.0,2165480.0,6318741.0,2397203.0,6901441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21441674.0,6241591.0,0.0,0.0,0.0,0.0,2323868.0,6767267.0,46827278.0,52615452.0,0.0,109252608.0,0.0,106942464.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4138.0,0.0,6181.0,0.0,0.0,0.0,0.0,8979423232.0,1809162240.0,29598531584.0,59560493056.0,0.0,0.0
1556214567.551,79.577,6.893,11.799,0.224,0.0,1.507,10839255.0,4637807.0,2272494.0,4213568.0,2328553.0,2959711.0,2392763.0,3588571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8496977.0,6574000.0,0.0,0.0,0.0,0.0,2245748.0,3136834.0,34736010.0,40761617.0,0.0,59039744.0,0.0,99573760.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3774.0,0.0,6156.0,0.0,0.0,0.0,0.0,8981794816.0,1809162240.0,29584232448.0,59572420608.0,0.0,0.0
1556214568.552,81.494,3.879,13.100,0.095,0.0,1.431,10585609.0,4633620.0,2250170.0,3833826.0,2283474.0,3714411.0,2422010.0,3928579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9621653.0,6317823.0,0.0,0.0,0.0,0.0,2318647.0,3572921.0,35667804.0,41448755.0,0.0,19836928.0,0.0,30502912.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583.0,0.0,4764.0,0.0,0.0,0.0,0.0,8978206720.0,1809162240.0,29602803712.0,59557437440.0,0.0,0.0
1556214569.552,81.084,4.970,12.376,0.128,0.0,1.443,10757740.0,4670357.0,2286875.0,4166285.0,2297333.0,3660623.0,2404595.0,3917433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9823107.0,6492827.0,0.0,0.0,0.0,0.0,2286837.0,3493998.0,36090222.0,42004329.0,0.0,18800640.0,0.0,29282304.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3387.0,0.0,4594.0,0.0,0.0,0.0,0.0,8980606976.0,1809162240.0,29621321728.0,59536519168.0,0.0,0.0
1556214570.551,80.078,3.932,14.300,0.130,0.0,1.560,10805174.0,4666460.0,2253285.0,4024992.0,2320924.0,3439434.0,2379346.0,3617125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9205339.0,6557903.0,0.0,0.0,0.0,0.0,2387915.0,3621064.0,35604438.0,41616233.0,0.0,19070976.0,0.0,31461376.0,0.0,32768.0,0.0,0.0,0.0,32.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3440.0,0.0,4958.0,0.0,4.0,0.0,0.0,8980357120.0,1809162240.0,29641695232.0,59516395520.0,0.0,0.0
1556214571.552,82.066,3.657,12.833,0.128,0.0,1.315,10697966.0,4676563.0,2288297.0,3642113.0,2307127.0,3728316.0,2431761.0,3765246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9385899.0,6422905.0,0.0,0.0,0.0,0.0,2316087.0,3677603.0,35644115.0,41498256.0,0.0,18542592.0,0.0,31019008.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3298.0,0.0,4894.0,0.0,0.0,0.0,0.0,8980099072.0,1809162240.0,29660192768.0,59498156032.0,0.0,0.0
1556214572.551,81.218,4.339,13.051,0.065,0.0,1.328,10612447.0,4613179.0,2225779.0,4026564.0,2275929.0,3702072.0,2394197.0,4035729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9947061.0,6386805.0,0.0,0.0,0.0,0.0,2343644.0,3585745.0,35959569.0,41796780.0,0.0,18395136.0,0.0,30838784.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,4847.0,0.0,0.0,0.0,0.0,8979648512.0,1809162240.0,29680926720.0,59477872640.0,0.0,0.0
1556214573.551,60.892,6.673,29.868,0.321,0.0,2.246,10850600.0,5350345.0,2472130.0,6126089.0,2552188.0,6124047.0,2794177.0,6132855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18773209.0,6622738.0,0.0,0.0,0.0,0.0,2641696.0,6351711.0,47511305.0,52953949.0,0.0,40488960.0,0.0,52793344.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7307.0,0.0,8821.0,0.0,0.0,0.0,0.0,8497774592.0,1809166336.0,29711384576.0,59929284608.0,0.0,0.0
1556214574.551,52.432,6.665,38.503,0.284,0.0,2.116,10950195.0,5692796.0,2544077.0,7924783.0,2712406.0,7983418.0,2934427.0,7828786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25782445.0,6811476.0,0.0,0.0,0.0,0.0,2844705.0,8175906.0,55818203.0,61019652.0,0.0,51896320.0,0.0,62214144.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9353.0,0.0,10496.0,0.0,0.0,0.0,0.0,8492478464.0,1809166336.0,29751373824.0,59894591488.0,0.0,0.0
1556214575.552,52.324,7.240,38.097,0.316,0.0,2.023,11018836.0,5779598.0,2567123.0,8149350.0,2702027.0,7926509.0,3008011.0,8126133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25961400.0,6826327.0,0.0,0.0,0.0,0.0,2867533.0,7967243.0,56281785.0,61508794.0,0.0,52240384.0,0.0,64851968.0,0.0,90112.0,0.0,0.0,0.0,124.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9408.0,0.0,10916.0,0.0,3.0,0.0,0.0,8496906240.0,1809166336.0,29785878528.0,59855659008.0,0.0,0.0
1556214576.551,52.531,6.972,38.268,0.287,0.0,1.942,10845559.0,5698887.0,2562593.0,8239442.0,2691367.0,7970767.0,2980691.0,8166591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26440084.0,6677147.0,0.0,0.0,0.0,0.0,2818266.0,8294938.0,56409960.0,61566710.0,0.0,52273152.0,0.0,63062016.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9410.0,0.0,10583.0,0.0,0.0,0.0,0.0,8498712576.0,1809166336.0,29822263296.0,59817467904.0,0.0,0.0
